update_date,update_time,County,Positive_Cases,Deaths,Tested,NOFO_Region,Metro_Area
05-10-2020,14:45,Bureau,14,1,402,Northwest,
05-10-2020,14:45,Calhoun,1,0,36,Southwest Central,St_Louis
05-10-2020,14:45,Carroll,11,2,121,Northwest,
05-10-2020,14:45,Cass,56,0,548,Central,
05-10-2020,14:45,Champaign,263,6,5098,Northeast Central,Champaign-Urbana
05-10-2020,14:45,Chicago,30950,1337,130868,Chicago,Chicago
05-10-2020,14:45,Christian,29,4,468,Central,
05-10-2020,14:45,Clark,8,0,117,Southeast Central,
05-10-2020,14:45,Clay,2,0,155,Southeast Central,
05-10-2020,14:45,Clinton,126,10,803,Southwest Central,St_Louis
05-10-2020,14:45,Coles,24,1,465,Southeast Central,
05-10-2020,14:45,Cook,21705,980,104914,Suburban,Chicago
05-10-2020,14:45,Crawford,10,0,195,Southeast Central,
05-10-2020,14:45,Cumberland,4,0,78,Southeast Central,
05-10-2020,14:45,De Witt,3,0,290,North Central,Bloomington
05-10-2020,14:45,DeKalb,177,2,1563,Northern,Elgin
05-10-2020,14:45,Douglas,20,0,303,Northeast Central,
05-10-2020,14:45,DuPage,4603,248,25484,Collar,Chicago
05-10-2020,14:45,Effingham,6,1,169,Southeast Central,
05-10-2020,14:45,Fayette,17,2,215,Southeast Central,
05-10-2020,14:45,Ford,14,1,243,Northeast Central,Champaign-Urbana
05-10-2020,14:45,Franklin,10,0,704,Southern,
05-10-2020,14:45,Fulton,3,0,275,North Central,
05-10-2020,14:45,Gallatin,2,0,55,Southern,
05-10-2020,14:45,Greene,4,0,147,Central,
05-10-2020,14:45,Grundy,58,1,823,Collar,Chicago
05-10-2020,14:45,Hamilton,2,0,90,Southern,
05-10-2020,14:45,Hancock,12,0,351,West Central,
05-10-2020,14:45,Hardin,1,0,25,Southern,
05-10-2020,14:45,Henderson,6,0,112,West Central,
05-10-2020,14:45,Henry,58,0,739,Northwest,Davenport
05-10-2020,14:45,Iroquois,96,2,606,Northeast Central,
05-10-2020,14:45,Jackson,167,10,1223,Southern,Carbondale-Marion
05-10-2020,14:45,Jasper,46,6,254,Southeast Central,
05-10-2020,14:45,Jefferson,97,15,803,Southern,
05-10-2020,14:45,Jersey,17,1,163,Southwest Central,St_Louis
05-10-2020,14:45,Jo Daviess,18,0,293,Northwest,
05-10-2020,14:45,Johnson,4,0,115,Southern,
05-10-2020,14:45,Kane,3003,89,12131,Collar,Elgin
05-10-2020,14:45,Kankakee,540,30,3600,Collar,Kankakee
05-10-2020,14:45,Kendall,421,12,2219,Collar,Chicago
05-10-2020,14:45,Knox,73,0,1002,West Central,
05-10-2020,14:45,Lake,5245,173,19852,Collar,Lake
05-10-2020,14:45,LaSalle,105,5,1715,Northwest,
05-10-2020,14:45,Lawrence,4,0,178,Southeast Central,
05-10-2020,14:45,Lee,63,0,714,Northwest,
05-10-2020,14:45,Livingston,24,1,521,North Central,
05-10-2020,14:45,Logan,9,0,557,Central,
05-10-2020,14:45,Macon,144,15,1453,Central,Decatur
05-10-2020,14:45,Macoupin,38,1,802,Central,St_Louis
05-10-2020,14:45,Madison,427,31,2813,Southwest Central,St_Louis
05-10-2020,14:45,Marion,44,0,827,Southeast Central,
05-10-2020,14:45,Marshall,4,0,128,North Central,Peoria
05-10-2020,14:45,Mason,15,0,322,North Central,
05-10-2020,14:45,Massac,6,0,117,Southern,
05-10-2020,14:45,McDonough,49,2,570,West Central,
05-10-2020,14:45,McHenry,945,51,5420,Collar,Chicago
05-10-2020,14:45,McLean,117,3,3467,North Central,Bloomington
05-10-2020,14:45,Menard,17,0,261,Central,Springfield
05-10-2020,14:45,Mercer,12,0,202,Northwest,Davenport
05-10-2020,14:45,Monroe,79,11,315,Southwest Central,St_Louis
05-10-2020,14:45,Montgomery,34,1,658,Central,
05-10-2020,14:45,Morgan,30,1,581,Central,
05-10-2020,14:45,Moultrie,6,0,96,Southeast Central,
05-10-2020,14:45,Ogle,149,1,1427,Northern,
05-10-2020,14:45,Out Of State,79,2,1142,Out Of State,
05-10-2020,14:45,Peoria,139,5,3832,North Central,Peoria
05-10-2020,14:45,Perry,38,0,440,Southern,
05-10-2020,14:45,Piatt,7,0,292,Northeast Central,Champaign-Urbana
05-10-2020,14:45,Pike,1,0,103,West Central,
05-10-2020,14:45,Pope,1,0,26,Southern,
05-10-2020,14:45,Pulaski,27,0,110,Southern,
05-10-2020,14:45,Randolph,220,2,1112,Southern,
05-10-2020,14:45,Richland,3,0,373,Southeast Central,
05-10-2020,14:45,Rock Island,515,16,2487,Northwest,Davenport
05-10-2020,14:45,Saline,5,0,268,Southern,
05-10-2020,14:45,Sangamon,258,19,5393,Central,Springfield
05-10-2020,14:45,Schuyler,7,0,146,West Central,
05-10-2020,14:45,Shelby,10,1,143,Central,
05-10-2020,14:45,St. Clair,711,50,3770,Southwest Central,St_Louis
05-10-2020,14:45,Stark,1,0,66,North Central,Peoria
05-10-2020,14:45,Stephenson,97,0,548,Northern,
05-10-2020,14:45,Tazewell,59,4,2624,North Central,Peoria
05-10-2020,14:45,Unassigned,84,0,9446,Unassigned,
05-10-2020,14:45,Union,63,1,502,Southern,
05-10-2020,14:45,Vermilion,25,1,992,Northeast Central,Danville
05-10-2020,14:45,Wabash,1,0,165,Southern,
05-10-2020,14:45,Warren,102,0,412,West Central,
05-10-2020,14:45,Washington,15,0,215,Southwest Central,
05-10-2020,14:45,Wayne,3,0,211,Southern,
05-10-2020,14:45,White,2,0,188,Southern,
05-10-2020,14:45,Whiteside,104,6,1252,Northwest,
05-10-2020,14:45,Will,3684,202,19787,Collar,Chicago
05-10-2020,14:45,Williamson,44,1,1192,Southern,Carbondale-Marion
05-10-2020,14:45,Winnebago,917,25,6371,Northern,Rockford
05-10-2020,14:45,Woodford,15,1,502,North Central,Peoria
05-09-2020,14:45,Illinois,76085,3349,416331,Illinois,Illinois
05-09-2020,14:45,Adams,41,1,1539,West Central,
05-09-2020,14:45,Alexander,6,0,72,Southern,Cape_Girardeau
05-09-2020,14:45,Bond,8,1,160,Southwest Central,St_Louis
05-09-2020,14:45,Boone,185,11,743,Northern,Rockford
05-09-2020,14:45,Brown,8,0,206,West Central,
05-09-2020,14:45,Bureau,12,1,381,Northwest,
05-09-2020,14:45,Calhoun,1,0,34,Southwest Central,St_Louis
05-09-2020,14:45,Carroll,10,2,120,Northwest,
05-09-2020,14:45,Cass,56,0,526,Central,
05-09-2020,14:45,Champaign,256,6,4918,Northeast Central,Champaign-Urbana
05-09-2020,14:45,Chicago,30393,1289,127332,Chicago,Chicago
05-09-2020,14:45,Christian,29,4,455,Central,
05-09-2020,14:45,Clark,7,0,114,Southeast Central,
05-09-2020,14:45,Clay,2,0,151,Southeast Central,
05-09-2020,14:45,Clinton,126,10,790,Southwest Central,St_Louis
05-09-2020,14:45,Coles,23,1,454,Southeast Central,
05-09-2020,14:45,Cook,21281,975,102034,Suburban,Chicago
05-09-2020,14:45,Crawford,10,0,195,Southeast Central,
05-09-2020,14:45,Cumberland,4,0,75,Southeast Central,
05-09-2020,14:45,De Witt,3,0,286,North Central,Bloomington
05-09-2020,14:45,DeKalb,170,2,1497,Northern,Elgin
05-09-2020,14:45,Douglas,20,0,288,Northeast Central,
05-09-2020,14:45,DuPage,4493,247,24890,Collar,Chicago
05-09-2020,14:45,Effingham,6,1,166,Southeast Central,
05-09-2020,14:45,Fayette,17,2,200,Southeast Central,
05-09-2020,14:45,Ford,13,1,236,Northeast Central,Champaign-Urbana
05-09-2020,14:45,Franklin,10,0,678,Southern,
05-09-2020,14:45,Fulton,3,0,263,North Central,
05-09-2020,14:45,Gallatin,2,0,54,Southern,
05-09-2020,14:45,Greene,4,0,146,Central,
05-09-2020,14:45,Grundy,58,1,788,Collar,Chicago
05-09-2020,14:45,Hamilton,2,0,84,Southern,
05-09-2020,14:45,Hancock,11,0,342,West Central,
05-09-2020,14:45,Hardin,1,0,25,Southern,
05-09-2020,14:45,Henderson,6,0,105,West Central,
05-09-2020,14:45,Henry,58,0,720,Northwest,Davenport
05-09-2020,14:45,Iroquois,89,2,533,Northeast Central,
05-09-2020,14:45,Jackson,162,10,1150,Southern,Carbondale-Marion
05-09-2020,14:45,Jasper,46,6,252,Southeast Central,
05-09-2020,14:45,Jefferson,94,15,765,Southern,
05-09-2020,14:45,Jersey,16,1,152,Southwest Central,St_Louis
05-09-2020,14:45,Jo Daviess,18,0,290,Northwest,
05-09-2020,14:45,Johnson,4,0,107,Southern,
05-09-2020,14:45,Kane,2818,88,11356,Collar,Elgin
05-09-2020,14:45,Kankakee,479,29,3456,Collar,Kankakee
05-09-2020,14:45,Kendall,388,12,2077,Collar,Chicago
05-09-2020,14:45,Knox,71,0,893,West Central,
05-09-2020,14:45,Lake,5199,173,19492,Collar,Lake
05-09-2020,14:45,LaSalle,102,5,1649,Northwest,
05-09-2020,14:45,Lawrence,4,0,173,Southeast Central,
05-09-2020,14:45,Lee,63,0,705,Northwest,
05-09-2020,14:45,Livingston,24,1,504,North Central,
05-09-2020,14:45,Logan,9,0,550,Central,
05-09-2020,14:45,Macon,140,15,1395,Central,Decatur
05-09-2020,14:45,Macoupin,38,1,782,Central,St_Louis
05-09-2020,14:45,Madison,414,31,2675,Southwest Central,St_Louis
05-09-2020,14:45,Marion,43,0,791,Southeast Central,
05-09-2020,14:45,Marshall,4,0,115,North Central,Peoria
05-09-2020,14:45,Mason,15,0,308,North Central,
05-09-2020,14:45,Massac,6,0,109,Southern,
05-09-2020,14:45,McDonough,49,2,537,West Central,
05-09-2020,14:45,McHenry,936,52,5256,Collar,Chicago
05-09-2020,14:45,McLean,115,3,3420,North Central,Bloomington
05-09-2020,14:45,Menard,17,0,253,Central,Springfield
05-09-2020,14:45,Mercer,11,0,195,Northwest,Davenport
05-09-2020,14:45,Monroe,79,11,305,Southwest Central,St_Louis
05-09-2020,14:45,Montgomery,34,1,652,Central,
05-09-2020,14:45,Morgan,30,1,561,Central,
05-09-2020,14:45,Moultrie,6,0,93,Southeast Central,
05-09-2020,14:45,Ogle,148,1,1417,Northern,
05-09-2020,14:45,Out Of State,77,3,1084,Out Of State,
05-09-2020,14:45,Peoria,136,4,3514,North Central,Peoria
05-09-2020,14:45,Perry,36,0,419,Southern,
05-09-2020,14:45,Piatt,7,0,286,Northeast Central,Champaign-Urbana
05-09-2020,14:45,Pike,1,0,103,West Central,
05-09-2020,14:45,Pope,1,0,26,Southern,
05-09-2020,14:45,Pulaski,27,0,108,Southern,
05-09-2020,14:45,Randolph,217,2,1089,Southern,
05-09-2020,14:45,Richland,3,0,369,Southeast Central,
05-09-2020,14:45,Rock Island,507,16,2380,Northwest,Davenport
05-09-2020,14:45,Saline,5,0,259,Southern,
05-09-2020,14:45,Sangamon,256,19,5128,Central,Springfield
05-09-2020,14:45,Schuyler,7,0,135,West Central,
05-09-2020,14:45,Shelby,10,1,136,Central,
05-09-2020,14:45,St. Clair,689,49,3577,Southwest Central,St_Louis
05-09-2020,14:45,Stark,1,0,58,North Central,Peoria
05-09-2020,14:45,Stephenson,88,0,525,Northern,
05-09-2020,14:45,Tazewell,59,4,2436,North Central,Peoria
05-09-2020,14:45,Unassigned,73,0,9217,Unassigned,
05-09-2020,14:45,Union,62,1,458,Southern,
05-09-2020,14:45,Vermilion,25,1,944,Northeast Central,Danville
05-09-2020,14:45,Wabash,1,0,159,Southern,
05-09-2020,14:45,Warren,97,0,342,West Central,
05-09-2020,14:45,Washington,15,0,209,Southwest Central,
05-09-2020,14:45,Wayne,3,0,190,Southern,
05-09-2020,14:45,White,2,0,177,Southern,
05-09-2020,14:45,Whiteside,102,6,1216,Northwest,
05-09-2020,14:45,Will,3636,202,19295,Collar,Chicago
05-09-2020,14:45,Williamson,44,1,1143,Southern,Carbondale-Marion
05-09-2020,14:45,Winnebago,877,24,6085,Northern,Rockford
05-09-2020,14:45,Woodford,15,1,478,North Central,Peoria
05-08-2020,14:45,Illinois,73760,3241,399714,Illinois,Illinois
05-08-2020,14:45,Adams,41,1,1474,West Central,
05-08-2020,14:45,Alexander,6,0,65,Southern,Cape_Girardeau
05-08-2020,14:45,Bond,8,1,157,Southwest Central,St_Louis
05-08-2020,14:45,Boone,177,12,702,Northern,Rockford
05-08-2020,14:45,Brown,6,0,139,West Central,
05-08-2020,14:45,Bureau,13,1,366,Northwest,
05-08-2020,14:45,Calhoun,1,0,32,Southwest Central,St_Louis
05-08-2020,14:45,Carroll,10,2,96,Northwest,
05-08-2020,14:45,Cass,52,0,513,Central,
05-08-2020,14:45,Champaign,247,6,4682,Northeast Central,Champaign-Urbana
05-08-2020,14:45,Chicago,29535,1248,122700,Chicago,Chicago
05-08-2020,14:45,Christian,29,4,447,Central,
05-08-2020,14:45,Clark,5,0,113,Southeast Central,
05-08-2020,14:45,Clay,2,0,147,Southeast Central,
05-08-2020,14:45,Clinton,125,8,738,Southwest Central,St_Louis
05-08-2020,14:45,Coles,22,1,441,Southeast Central,
05-08-2020,14:45,Cook,20701,949,98370,Suburban,Chicago
05-08-2020,14:45,Crawford,10,0,190,Southeast Central,
05-08-2020,14:45,Cumberland,4,0,73,Southeast Central,
05-08-2020,14:45,De Witt,3,0,274,North Central,Bloomington
05-08-2020,14:45,DeKalb,160,1,1410,Northern,Elgin
05-08-2020,14:45,Douglas,20,0,283,Northeast Central,
05-08-2020,14:45,DuPage,4374,236,23987,Collar,Chicago
05-08-2020,14:45,Effingham,5,1,162,Southeast Central,
05-08-2020,14:45,Fayette,17,2,189,Southeast Central,
05-08-2020,14:45,Ford,12,1,228,Northeast Central,Champaign-Urbana
05-08-2020,14:45,Franklin,10,0,656,Southern,
05-08-2020,14:45,Fulton,3,0,251,North Central,
05-08-2020,14:45,Gallatin,2,0,53,Southern,
05-08-2020,14:45,Greene,4,0,135,Central,
05-08-2020,14:45,Grundy,55,1,773,Collar,Chicago
05-08-2020,14:45,Hamilton,2,0,80,Southern,
05-08-2020,14:45,Hancock,11,0,320,West Central,
05-08-2020,14:45,Hardin,1,0,24,Southern,
05-08-2020,14:45,Henderson,6,0,97,West Central,
05-08-2020,14:45,Henry,59,0,692,Northwest,Davenport
05-08-2020,14:45,Iroquois,84,1,508,Northeast Central,
05-08-2020,14:45,Jackson,161,10,1094,Southern,Carbondale-Marion
05-08-2020,14:45,Jasper,46,6,250,Southeast Central,
05-08-2020,14:45,Jefferson,89,15,738,Southern,
05-08-2020,14:45,Jersey,16,1,137,Southwest Central,St_Louis
05-08-2020,14:45,Jo Daviess,16,0,286,Northwest,
05-08-2020,14:45,Johnson,4,0,102,Southern,
05-08-2020,14:45,Kane,2668,84,10772,Collar,Elgin
05-08-2020,14:45,Kankakee,458,29,3358,Collar,Kankakee
05-08-2020,14:45,Kendall,373,10,2013,Collar,Chicago
05-08-2020,14:45,Knox,69,0,846,West Central,
05-08-2020,14:45,Lake,4985,170,18421,Collar,Lake
05-08-2020,14:45,LaSalle,93,3,1548,Northwest,
05-08-2020,14:45,Lawrence,3,0,168,Southeast Central,
05-08-2020,14:45,Lee,63,0,666,Northwest,
05-08-2020,14:45,Livingston,24,1,494,North Central,
05-08-2020,14:45,Logan,9,0,532,Central,
05-08-2020,14:45,Macon,138,15,1320,Central,Decatur
05-08-2020,14:45,Macoupin,38,1,757,Central,St_Louis
05-08-2020,14:45,Madison,401,30,2455,Southwest Central,St_Louis
05-08-2020,14:45,Marion,41,0,768,Southeast Central,
05-08-2020,14:45,Marshall,4,0,106,North Central,Peoria
05-08-2020,14:45,Mason,15,0,264,North Central,
05-08-2020,14:45,Massac,6,0,95,Southern,
05-08-2020,14:45,McDonough,48,2,475,West Central,
05-08-2020,14:45,McHenry,897,48,5052,Collar,Chicago
05-08-2020,14:45,McLean,112,3,3309,North Central,Bloomington
05-08-2020,14:45,Menard,17,0,245,Central,Springfield
05-08-2020,14:45,Mercer,11,0,184,Northwest,Davenport
05-08-2020,14:45,Monroe,79,11,295,Southwest Central,St_Louis
05-08-2020,14:45,Montgomery,34,1,634,Central,
05-08-2020,14:45,Morgan,28,1,529,Central,
05-08-2020,14:45,Moultrie,6,0,92,Southeast Central,
05-08-2020,14:45,Ogle,141,1,1381,Northern,
05-08-2020,14:45,Out Of State,72,2,1056,Out Of State,
05-08-2020,14:45,Peoria,132,4,3273,North Central,Peoria
05-08-2020,14:45,Perry,36,0,411,Southern,
05-08-2020,14:45,Piatt,7,0,275,Northeast Central,Champaign-Urbana
05-08-2020,14:45,Pike,1,0,98,West Central,
05-08-2020,14:45,Pope,1,0,26,Southern,
05-08-2020,14:45,Pulaski,25,0,93,Southern,
05-08-2020,14:45,Randolph,211,2,1043,Southern,
05-08-2020,14:45,Richland,3,0,365,Southeast Central,
05-08-2020,14:45,Rock Island,498,15,2284,Northwest,Davenport
05-08-2020,14:45,Saline,5,0,246,Southern,
05-08-2020,14:45,Sangamon,253,19,4942,Central,Springfield
05-08-2020,14:45,Schuyler,5,0,125,West Central,
05-08-2020,14:45,Shelby,10,1,130,Central,
05-08-2020,14:45,St. Clair,648,46,3353,Southwest Central,St_Louis
05-08-2020,14:45,Stark,1,0,52,North Central,Peoria
05-08-2020,14:45,Stephenson,84,0,480,Northern,
05-08-2020,14:45,Tazewell,58,4,2357,North Central,Peoria
05-08-2020,14:45,Unassigned,48,0,8662,Unassigned,
05-08-2020,14:45,Union,58,1,430,Southern,
05-08-2020,14:45,Vermilion,25,1,929,Northeast Central,Danville
05-08-2020,14:45,Wabash,1,0,156,Southern,
05-08-2020,14:45,Warren,93,0,320,West Central,
05-08-2020,14:45,Washington,14,0,200,Southwest Central,
05-08-2020,14:45,Wayne,3,0,183,Southern,
05-08-2020,14:45,White,2,0,173,Southern,
05-08-2020,14:45,Whiteside,101,6,1182,Northwest,
05-08-2020,14:45,Will,3561,199,18707,Collar,Chicago
05-08-2020,14:45,Williamson,44,1,1108,Southern,Carbondale-Marion
05-08-2020,14:45,Winnebago,830,21,5617,Northern,Rockford
05-08-2020,14:45,Woodford,15,1,457,North Central,Peoria
05-07-2020,14:45,Illinois,70873,3111,379043,Illinois,Illinois
05-07-2020,14:45,Adams,40,1,1416,West Central,
05-07-2020,14:45,Alexander,6,0,58,Southern,Cape_Girardeau
05-07-2020,14:45,Bond,8,1,151,Southwest Central,St_Louis
05-07-2020,14:45,Boone,168,11,659,Northern,Rockford
05-07-2020,14:45,Brown,6,0,62,West Central,
05-07-2020,14:45,Bureau,12,1,358,Northwest,
05-07-2020,14:45,Calhoun,1,0,31,Southwest Central,St_Louis
05-07-2020,14:45,Carroll,10,2,92,Northwest,
05-07-2020,14:45,Cass,50,0,483,Central,
05-07-2020,14:45,Champaign,229,6,4422,Northeast Central,Champaign-Urbana
05-07-2020,14:45,Chicago,28441,1184,117295,Chicago,Chicago
05-07-2020,14:45,Christian,27,4,425,Central,
05-07-2020,14:45,Clark,5,0,106,Southeast Central,
05-07-2020,14:45,Clay,2,0,141,Southeast Central,
05-07-2020,14:45,Clinton,122,8,650,Southwest Central,St_Louis
05-07-2020,14:45,Coles,22,1,425,Southeast Central,
05-07-2020,14:45,Cook,19900,926,93392,Suburban,Chicago
05-07-2020,14:45,Crawford,10,0,188,Southeast Central,
05-07-2020,14:45,Cumberland,4,0,70,Southeast Central,
05-07-2020,14:45,De Witt,3,0,261,North Central,Bloomington
05-07-2020,14:45,DeKalb,149,1,1310,Northern,Elgin
05-07-2020,14:45,Douglas,20,0,274,Northeast Central,
05-07-2020,14:45,DuPage,4213,228,23042,Collar,Chicago
05-07-2020,14:45,Effingham,5,1,158,Southeast Central,
05-07-2020,14:45,Fayette,17,2,182,Southeast Central,
05-07-2020,14:45,Ford,12,1,216,Northeast Central,Champaign-Urbana
05-07-2020,14:45,Franklin,10,0,621,Southern,
05-07-2020,14:45,Fulton,3,0,220,North Central,
05-07-2020,14:45,Gallatin,2,0,51,Southern,
05-07-2020,14:45,Greene,3,0,128,Central,
05-07-2020,14:45,Grundy,50,0,753,Collar,Chicago
05-07-2020,14:45,Hamilton,2,0,76,Southern,
05-07-2020,14:45,Hancock,10,0,288,West Central,
05-07-2020,14:45,Hardin,1,0,23,Southern,
05-07-2020,14:45,Henderson,5,0,90,West Central,
05-07-2020,14:45,Henry,55,0,657,Northwest,Davenport
05-07-2020,14:45,Iroquois,77,1,461,Northeast Central,
05-07-2020,14:45,Jackson,157,10,1031,Southern,Carbondale-Marion
05-07-2020,14:45,Jasper,46,5,245,Southeast Central,
05-07-2020,14:45,Jefferson,88,15,719,Southern,
05-07-2020,14:45,Jersey,16,1,135,Southwest Central,St_Louis
05-07-2020,14:45,Jo Daviess,14,0,276,Northwest,
05-07-2020,14:45,Johnson,4,0,98,Southern,
05-07-2020,14:45,Kane,2498,77,10252,Collar,Elgin
05-07-2020,14:45,Kankakee,428,28,3284,Collar,Kankakee
05-07-2020,14:45,Kendall,363,10,1923,Collar,Chicago
05-07-2020,14:45,Knox,63,0,776,West Central,
05-07-2020,14:45,Lake,4762,165,17518,Collar,Lake
05-07-2020,14:45,LaSalle,91,2,1502,Northwest,
05-07-2020,14:45,Lawrence,3,0,162,Southeast Central,
05-07-2020,14:45,Lee,51,0,624,Northwest,
05-07-2020,14:45,Livingston,24,1,474,North Central,
05-07-2020,14:45,Logan,7,0,506,Central,
05-07-2020,14:45,Macon,133,14,1275,Central,Decatur
05-07-2020,14:45,Macoupin,39,1,734,Central,St_Louis
05-07-2020,14:45,Madison,396,28,2347,Southwest Central,St_Louis
05-07-2020,14:45,Marion,40,0,733,Southeast Central,
05-07-2020,14:45,Marshall,4,0,97,North Central,Peoria
05-07-2020,14:45,Mason,15,0,202,North Central,
05-07-2020,14:45,Massac,5,0,93,Southern,
05-07-2020,14:45,McDonough,46,2,412,West Central,
05-07-2020,14:45,McHenry,857,44,4857,Collar,Chicago
05-07-2020,14:45,McLean,110,3,3139,North Central,Bloomington
05-07-2020,14:45,Menard,17,0,230,Central,Springfield
05-07-2020,14:45,Mercer,11,0,175,Northwest,Davenport
05-07-2020,14:45,Monroe,77,11,292,Southwest Central,St_Louis
05-07-2020,14:45,Montgomery,33,1,624,Central,
05-07-2020,14:45,Morgan,27,1,495,Central,
05-07-2020,14:45,Moultrie,6,0,88,Southeast Central,
05-07-2020,14:45,Ogle,139,1,1339,Northern,
05-07-2020,14:45,Out Of State,71,3,1014,Out Of State,
05-07-2020,14:45,Peoria,130,5,2861,North Central,Peoria
05-07-2020,14:45,Perry,36,0,399,Southern,
05-07-2020,14:45,Piatt,7,0,260,Northeast Central,Champaign-Urbana
05-07-2020,14:45,Pike,1,0,92,West Central,
05-07-2020,14:45,Pulaski,24,0,82,Southern,
05-07-2020,14:45,Randolph,206,2,990,Southern,
05-07-2020,14:45,Richland,3,0,363,Southeast Central,
05-07-2020,14:45,Rock Island,477,15,2118,Northwest,Davenport
05-07-2020,14:45,Saline,5,0,231,Southern,
05-07-2020,14:45,Sangamon,237,15,4622,Central,Springfield
05-07-2020,14:45,Schuyler,3,0,116,West Central,
05-07-2020,14:45,Shelby,10,1,125,Central,
05-07-2020,14:45,St. Clair,623,44,3141,Southwest Central,St_Louis
05-07-2020,14:45,Stark,1,0,46,North Central,Peoria
05-07-2020,14:45,Stephenson,78,0,450,Northern,
05-07-2020,14:45,Tazewell,54,3,2183,North Central,Peoria
05-07-2020,14:45,Unassigned,100,0,8088,Unassigned,
05-07-2020,14:45,Union,52,1,374,Southern,
05-07-2020,14:45,Vermilion,23,1,887,Northeast Central,Danville
05-07-2020,14:45,Wabash,1,0,151,Southern,
05-07-2020,14:45,Warren,92,0,310,West Central,
05-07-2020,14:45,Washington,14,0,194,Southwest Central,
05-07-2020,14:45,Wayne,2,0,176,Southern,
05-07-2020,14:45,White,2,0,172,Southern,
05-07-2020,14:45,Whiteside,99,6,1144,Northwest,
05-07-2020,14:45,Will,3434,194,17885,Collar,Chicago
05-07-2020,14:45,Williamson,42,0,1047,Southern,Carbondale-Marion
05-07-2020,14:45,Winnebago,759,21,5174,Northern,Rockford
05-07-2020,14:45,Woodford,15,1,418,North Central,Peoria
05-06-2020,15:43,Illinois,68232,2974,361260,Illinois,Illinois
05-06-2020,15:43,Adams,40,1,1406,West Central,
05-06-2020,15:43,Alexander,6,0,58,Southern,Cape_Girardeau
05-06-2020,15:43,Bond,8,1,144,Southwest Central,St_Louis
05-06-2020,15:43,Boone,155,10,628,Northern,Rockford
05-06-2020,15:43,Brown,6,0,44,West Central,
05-06-2020,15:43,Bureau,12,1,331,Northwest,
05-06-2020,15:43,Calhoun,1,0,29,Southwest Central,St_Louis
05-06-2020,15:43,Carroll,10,2,90,Northwest,
05-06-2020,15:43,Cass,48,0,463,Central,
05-06-2020,15:43,Champaign,212,6,4161,Northeast Central,Champaign-Urbana
05-06-2020,15:43,Chicago,27440,1112,112588,Chicago,Chicago
05-06-2020,15:43,Christian,28,4,411,Central,
05-06-2020,15:43,Clark,5,0,103,Southeast Central,
05-06-2020,15:43,Clay,2,0,135,Southeast Central,
05-06-2020,15:43,Clinton,116,7,544,Southwest Central,St_Louis
05-06-2020,15:43,Coles,22,1,415,Southeast Central,
05-06-2020,15:43,Cook,19249,892,89317,Suburban,Chicago
05-06-2020,15:43,Crawford,10,0,186,Southeast Central,
05-06-2020,15:43,Cumberland,4,0,68,Southeast Central,
05-06-2020,15:43,De Witt,3,0,251,North Central,Bloomington
05-06-2020,15:43,DeKalb,141,1,1232,Northern,Elgin
05-06-2020,15:43,Douglas,20,0,264,Northeast Central,
05-06-2020,15:43,DuPage,4056,220,21875,Collar,Chicago
05-06-2020,15:43,Effingham,5,1,153,Southeast Central,
05-06-2020,15:43,Fayette,16,2,175,Southeast Central,
05-06-2020,15:43,Ford,11,1,207,Northeast Central,Champaign-Urbana
05-06-2020,15:43,Franklin,10,0,585,Southern,
05-06-2020,15:43,Fulton,3,0,202,North Central,
05-06-2020,15:43,Gallatin,2,0,48,Southern,
05-06-2020,15:43,Greene,3,0,118,Central,
05-06-2020,15:43,Grundy,48,0,733,Collar,Chicago
05-06-2020,15:43,Hamilton,2,0,74,Southern,
05-06-2020,15:43,Hancock,10,0,279,West Central,
05-06-2020,15:43,Hardin,1,0,22,Southern,
05-06-2020,15:43,Henderson,5,0,75,West Central,
05-06-2020,15:43,Henry,54,0,638,Northwest,Davenport
05-06-2020,15:43,Iroquois,62,1,415,Northeast Central,
05-06-2020,15:43,Jackson,154,9,978,Southern,Carbondale-Marion
05-06-2020,15:43,Jasper,46,5,239,Southeast Central,
05-06-2020,15:43,Jefferson,86,15,692,Southern,
05-06-2020,15:43,Jersey,15,1,125,Southwest Central,St_Louis
05-06-2020,15:43,Jo Daviess,14,0,269,Northwest,
05-06-2020,15:43,Johnson,4,0,95,Southern,
05-06-2020,15:43,Kane,2331,74,9542,Collar,Elgin
05-06-2020,15:43,Kankakee,416,27,3185,Collar,Kankakee
05-06-2020,15:43,Kendall,346,10,1832,Collar,Chicago
05-06-2020,15:43,Knox,61,0,714,West Central,
05-06-2020,15:43,Lake,4529,162,16215,Collar,Lake
05-06-2020,15:43,LaSalle,84,2,1424,Northwest,
05-06-2020,15:43,Lawrence,3,0,158,Southeast Central,
05-06-2020,15:43,Lee,49,0,606,Northwest,
05-06-2020,15:43,Livingston,23,1,463,North Central,
05-06-2020,15:43,Logan,7,0,481,Central,
05-06-2020,15:43,Macon,129,13,1217,Central,Decatur
05-06-2020,15:43,Macoupin,39,1,708,Central,St_Louis
05-06-2020,15:43,Madison,374,28,2278,Southwest Central,St_Louis
05-06-2020,15:43,Marion,38,0,702,Southeast Central,
05-06-2020,15:43,Marshall,4,0,88,North Central,Peoria
05-06-2020,15:43,Mason,15,0,178,North Central,
05-06-2020,15:43,Massac,4,0,92,Southern,
05-06-2020,15:43,McDonough,42,2,361,West Central,
