date,region,id,ICUAvail,ICUCapacity,VentsAvailable,VentsCapacity
2021-03-15,Region 7,7,57,162,97,140
2021-03-15,Region 8,8,124,344,400,575
2021-03-15,Region 9,9,78,194,254,291
2021-03-16,Region 1,1,42,181,257,345
2021-03-16,Region 10,10,167,722,697,941
2021-03-16,Region 11,11,244,996,1288,1727
2021-03-16,Region 2,2,73,258,412,510
2021-03-16,Region 3,3,46,163,357,421
2021-03-16,Region 4,4,37,107,131,166
2021-03-16,Region 5,5,23,91,244,259
2021-03-16,Region 6,6,69,160,285,323
2021-03-16,Region 7,7,54,162,98,140
2021-03-16,Region 8,8,102,344,398,575
2021-03-16,Region 9,9,73,194,256,291
2021-03-17,Region 1,1,47,181,253,345
2021-03-17,Region 10,10,163,722,709,941
2021-03-17,Region 11,11,252,996,1277,1728
2021-03-17,Region 2,2,73,258,422,510
2021-03-17,Region 3,3,26,163,350,421
2021-03-17,Region 4,4,33,107,131,164
2021-03-17,Region 5,5,34,89,244,259
2021-03-17,Region 6,6,71,160,287,323
2021-03-17,Region 7,7,33,162,95,140
2021-03-17,Region 8,8,96,344,401,575
2021-03-17,Region 9,9,66,194,247,291
2021-03-18,Region 1,1,53,181,250,345
2021-03-18,Region 10,10,167,722,703,941
2021-03-18,Region 11,11,260,996,1286,1732
2021-03-18,Region 2,2,66,258,422,510
2021-03-18,Region 3,3,32,163,358,421
2021-03-18,Region 4,4,33,107,129,166
2021-03-18,Region 5,5,32,89,250,259
2021-03-18,Region 6,6,64,160,288,323
2021-03-18,Region 7,7,43,162,90,140
2021-03-18,Region 8,8,89,344,397,575
2021-03-18,Region 9,9,61,194,228,291
2021-03-19,Region 1,1,52,181,262,345
2021-03-19,Region 10,10,151,722,697,941
2021-03-19,Region 11,11,252,999,1276,1729
2021-03-19,Region 2,2,69,258,423,510
2021-03-19,Region 3,3,34,163,365,421
2021-03-19,Region 4,4,37,107,134,166
2021-03-19,Region 5,5,18,89,247,259
2021-03-19,Region 6,6,59,160,286,323
2021-03-19,Region 7,7,44,162,86,138
2021-03-19,Region 8,8,91,344,404,575
2021-03-19,Region 9,9,69,194,256,291
2021-03-20,Region 1,1,50,181,268,345
2021-03-20,Region 10,10,186,724,704,941
2021-03-20,Region 11,11,249,1001,1278,1726
2021-03-20,Region 2,2,72,258,422,510
2021-03-20,Region 3,3,40,163,369,421
2021-03-20,Region 4,4,41,106,125,164
2021-03-20,Region 5,5,20,89,249,259
2021-03-20,Region 6,6,62,160,289,323
2021-03-20,Region 7,7,54,162,91,138
2021-03-20,Region 8,8,99,344,399,575
2021-03-20,Region 9,9,70,194,258,291
2021-03-21,Region 1,1,42,181,266,345
2021-03-21,Region 10,10,204,724,724,941
2021-03-21,Region 11,11,287,1001,1299,1732
2021-03-21,Region 2,2,77,258,432,510
2021-03-21,Region 3,3,53,163,373,421
2021-03-21,Region 4,4,41,106,124,164
2021-03-21,Region 5,5,25,89,251,259
2021-03-21,Region 6,6,62,160,288,323
2021-03-21,Region 7,7,55,162,95,138
2021-03-21,Region 8,8,123,344,402,575
2021-03-21,Region 9,9,77,194,257,291
