date,agegroup,race,gender,cases,tested,deaths
2020-11-23,70-79,AI/AN**,NA,45,432,3
2020-11-23,70-79,Asian,NA,760,8664,106
2020-11-23,70-79,Black,NA,4253,50110,676
2020-11-23,70-79,Hispanic,NA,3528,18750,454
2020-11-23,70-79,Left Blank,NA,9811,279803,54
2020-11-23,70-79,NH/PI*,NA,31,335,1
2020-11-23,70-79,Other,NA,961,15352,20
2020-11-23,70-79,White,NA,17225,269398,1482
2020-11-23,70-79,NA,NA,36614,642844,2796
2020-11-23,80+,AI/AN**,NA,27,235,6
2020-11-23,80+,Asian,NA,540,5084,208
2020-11-23,80+,Black,NA,2739,27548,847
2020-11-23,80+,Hispanic,NA,1741,9501,475
2020-11-23,80+,Left Blank,NA,7395,302215,163
2020-11-23,80+,NH/PI*,NA,19,151,3
2020-11-23,80+,Other,NA,490,7836,26
2020-11-23,80+,White,NA,15135,235171,3713
2020-11-23,80+,NA,NA,28086,587741,5441
2020-11-23,Unknown,AI/AN**,NA,0,0,0
2020-11-23,Unknown,Asian,NA,0,51,0
2020-11-23,Unknown,Black,NA,4,172,0
2020-11-23,Unknown,Hispanic,NA,11,262,0
2020-11-23,Unknown,Left Blank,NA,152,559419,0
2020-11-23,Unknown,NH/PI*,NA,0,0,0
2020-11-23,Unknown,Other,NA,2,44,0
2020-11-23,Unknown,White,NA,37,545,0
2020-11-23,Unknown,NA,NA,206,560493,0
2020-11-23,NA,AI/AN**,NA,773,7761,16
2020-11-23,NA,Asian,NA,13109,373708,433
2020-11-23,NA,Black,NA,65143,748392,2515
2020-11-23,NA,Hispanic,NA,133416,719731,2058
2020-11-23,NA,Left Blank,NA,204788,4534990,256
2020-11-23,NA,NH/PI*,NA,697,10460,10
2020-11-23,NA,Other,NA,22851,307406,65
2020-11-23,NA,White,NA,223843,3190533,6199
2020-11-23,NA,NA,Female,342895,5148752,5331
2020-11-23,NA,NA,Male,311261,3922309,6221
2020-11-23,NA,NA,Unknown/Left Blank,10464,821920,0
2020-11-22,<20,AI/AN**,NA,106,1075,0
2020-11-22,<20,Asian,NA,1426,76069,0
2020-11-22,<20,Black,NA,7460,94032,5
2020-11-22,<20,Hispanic,NA,22358,143527,1
2020-11-22,<20,Left Blank,NA,29812,412392,0
2020-11-22,<20,NH/PI*,NA,76,1727,0
2020-11-22,<20,Other,NA,3442,53188,0
2020-11-22,<20,White,NA,27966,434710,2
2020-11-22,<20,NA,NA,92646,1216720,8
2020-11-22,20-29,AI/AN**,NA,150,1806,0
2020-11-22,20-29,Asian,NA,2508,166329,2
2020-11-22,20-29,Black,NA,11825,144446,16
2020-11-22,20-29,Hispanic,NA,28177,191020,20
2020-11-22,20-29,Left Blank,NA,39740,708207,0
2020-11-22,20-29,NH/PI*,NA,128,2968,0
2020-11-22,20-29,Other,NA,4514,77203,1
2020-11-22,20-29,White,NA,39335,640947,1
2020-11-22,20-29,NA,NA,126377,1932926,40
2020-11-22,30-39,AI/AN**,NA,139,1211,0
2020-11-22,30-39,Asian,NA,2267,44770,6
2020-11-22,30-39,Black,NA,10852,112169,51
2020-11-22,30-39,Hispanic,NA,24545,120822,81
2020-11-22,30-39,Left Blank,NA,33312,632564,1
2020-11-22,30-39,NH/PI*,NA,124,1713,0
2020-11-22,30-39,Other,NA,4052,49541,0
2020-11-22,30-39,White,NA,30516,417875,14
2020-11-22,30-39,NA,NA,105807,1380665,153
2020-11-22,40-49,AI/AN**,NA,113,1071,1
2020-11-22,40-49,Asian,NA,2121,29396,13
2020-11-22,40-49,Black,NA,10246,105269,101
2020-11-22,40-49,Hispanic,NA,25241,106107,185
2020-11-22,40-49,Left Blank,NA,31171,547480,3
2020-11-22,40-49,NH/PI*,NA,124,1337,1
2020-11-22,40-49,Other,NA,3671,39222,0
2020-11-22,40-49,White,NA,29304,353287,52
2020-11-22,40-49,NA,NA,101991,1183169,356
2020-11-22,50-59,AI/AN**,NA,114,1081,2
2020-11-22,50-59,Asian,NA,1888,24776,28
2020-11-22,50-59,Black,NA,9849,113123,242
2020-11-22,50-59,Hispanic,NA,17840,79767,343
2020-11-22,50-59,Left Blank,NA,29996,573798,9
2020-11-22,50-59,NH/PI*,NA,101,1353,2
2020-11-22,50-59,Other,NA,3312,35716,4
2020-11-22,50-59,White,NA,34393,425341,225
2020-11-22,50-59,NA,NA,97493,1254955,855
2020-11-22,60-69,AI/AN**,NA,75,793,4
2020-11-22,60-69,Asian,NA,1452,16385,70
2020-11-22,60-69,Black,NA,7465,96505,572
2020-11-22,60-69,Hispanic,NA,8951,44950,498
2020-11-22,60-69,Left Blank,NA,20135,475190,26
2020-11-22,60-69,NH/PI*,NA,86,849,3
2020-11-22,60-69,Other,NA,2122,27049,14
2020-11-22,60-69,White,NA,27658,393274,704
2020-11-22,60-69,NA,NA,67944,1054995,1891
2020-11-22,70-79,AI/AN**,NA,44,427,3
2020-11-22,70-79,Asian,NA,748,8611,106
2020-11-22,70-79,Black,NA,4216,49859,672
2020-11-22,70-79,Hispanic,NA,3502,18635,451
2020-11-22,70-79,Left Blank,NA,9616,276427,53
2020-11-22,70-79,NH/PI*,NA,31,333,1
2020-11-22,70-79,Other,NA,944,15266,20
2020-11-22,70-79,White,NA,17015,267691,1475
2020-11-22,70-79,NA,NA,36116,637249,2781
2020-11-22,80+,AI/AN**,NA,26,234,6
2020-11-22,80+,Asian,NA,537,5057,207
2020-11-22,80+,Black,NA,2721,27372,845
2020-11-22,80+,Hispanic,NA,1728,9447,473
2020-11-22,80+,Left Blank,NA,7249,298942,165
2020-11-22,80+,NH/PI*,NA,19,150,3
2020-11-22,80+,Other,NA,482,7790,25
2020-11-22,80+,White,NA,14955,233603,3698
2020-11-22,80+,NA,NA,27717,582595,5422
2020-11-22,Unknown,AI/AN**,NA,0,0,0
2020-11-22,Unknown,Asian,NA,0,51,0
2020-11-22,Unknown,Black,NA,4,172,0
2020-11-22,Unknown,Hispanic,NA,11,260,0
2020-11-22,Unknown,Left Blank,NA,153,557074,0
2020-11-22,Unknown,NH/PI*,NA,0,0,0
2020-11-22,Unknown,Other,NA,2,43,0
2020-11-22,Unknown,White,NA,37,545,0
2020-11-22,Unknown,NA,NA,207,558145,0
2020-11-22,NA,AI/AN**,NA,767,7698,16
2020-11-22,NA,Asian,NA,12947,371444,432
2020-11-22,NA,Black,NA,64638,742947,2504
2020-11-22,NA,Hispanic,NA,132353,714535,2052
2020-11-22,NA,Left Blank,NA,201184,4482074,257
2020-11-22,NA,NH/PI*,NA,689,10430,10
2020-11-22,NA,Other,NA,22541,305018,64
2020-11-22,NA,White,NA,221179,3167273,6171
2020-11-22,NA,NA,Female,338527,5098036,5312
2020-11-22,NA,NA,Male,307369,3885269,6194
2020-11-22,NA,NA,Unknown/Left Blank,10402,818114,0
2020-11-21,<20,AI/AN**,NA,106,1067,0
2020-11-21,<20,Asian,NA,1419,75317,0
2020-11-21,<20,Black,NA,7366,93129,5
2020-11-21,<20,Hispanic,NA,22114,142100,1
2020-11-21,<20,Left Blank,NA,29067,407296,0
2020-11-21,<20,NH/PI*,NA,76,1704,0
2020-11-21,<20,Other,NA,3397,52758,0
2020-11-21,<20,White,NA,27601,430830,2
2020-11-21,<20,NA,NA,91146,1204201,8
2020-11-21,20-29,AI/AN**,NA,149,1780,0
2020-11-21,20-29,Asian,NA,2472,164180,2
2020-11-21,20-29,Black,NA,11708,142970,16
2020-11-21,20-29,Hispanic,NA,27883,188849,20
2020-11-21,20-29,Left Blank,NA,38977,700762,0
2020-11-21,20-29,NH/PI*,NA,126,2928,0
2020-11-21,20-29,Other,NA,4463,76493,1
2020-11-21,20-29,White,NA,38816,633895,1
2020-11-21,20-29,NA,NA,124594,1911857,40
2020-11-21,30-39,AI/AN**,NA,139,1197,0
2020-11-21,30-39,Asian,NA,2245,44229,6
2020-11-21,30-39,Black,NA,10746,111013,51
2020-11-21,30-39,Hispanic,NA,24332,119615,81
2020-11-21,30-39,Left Blank,NA,32565,626184,1
2020-11-21,30-39,NH/PI*,NA,124,1704,0
2020-11-21,30-39,Other,NA,4013,49064,0
2020-11-21,30-39,White,NA,30020,413494,14
2020-11-21,30-39,NA,NA,104184,1366500,153
2020-11-21,40-49,AI/AN**,NA,113,1063,1
2020-11-21,40-49,Asian,NA,2102,29062,13
2020-11-21,40-49,Black,NA,10126,104249,101
2020-11-21,40-49,Hispanic,NA,25003,105046,185
2020-11-21,40-49,Left Blank,NA,30457,542365,3
2020-11-21,40-49,NH/PI*,NA,123,1330,1
2020-11-21,40-49,Other,NA,3632,38870,0
2020-11-21,40-49,White,NA,28870,349879,51
2020-11-21,40-49,NA,NA,100426,1171864,355
2020-11-21,50-59,AI/AN**,NA,113,1074,2
2020-11-21,50-59,Asian,NA,1867,24490,28
2020-11-21,50-59,Black,NA,9759,112220,242
2020-11-21,50-59,Hispanic,NA,17676,78995,342
2020-11-21,50-59,Left Blank,NA,29282,568684,9
2020-11-21,50-59,NH/PI*,NA,101,1348,2
2020-11-21,50-59,Other,NA,3273,35401,4
2020-11-21,50-59,White,NA,33912,421455,223
2020-11-21,50-59,NA,NA,95983,1243667,852
2020-11-21,60-69,AI/AN**,NA,75,787,4
2020-11-21,60-69,Asian,NA,1436,16246,69
2020-11-21,60-69,Black,NA,7396,95824,570
2020-11-21,60-69,Hispanic,NA,8854,44525,492
2020-11-21,60-69,Left Blank,NA,19611,471443,24
2020-11-21,60-69,NH/PI*,NA,86,846,3
2020-11-21,60-69,Other,NA,2101,26846,13
2020-11-21,60-69,White,NA,27264,389961,699
2020-11-21,60-69,NA,NA,66823,1046478,1874
2020-11-21,70-79,AI/AN**,NA,44,425,3
2020-11-21,70-79,Asian,NA,741,8535,106
2020-11-21,70-79,Black,NA,4184,49533,671
2020-11-21,70-79,Hispanic,NA,3464,18465,445
2020-11-21,70-79,Left Blank,NA,9375,274560,51
2020-11-21,70-79,NH/PI*,NA,31,332,1
2020-11-21,70-79,Other,NA,933,15191,19
2020-11-21,70-79,White,NA,16770,265898,1467
2020-11-21,70-79,NA,NA,35542,632939,2763
2020-11-21,80+,AI/AN**,NA,26,232,6
2020-11-21,80+,Asian,NA,534,5021,207
2020-11-21,80+,Black,NA,2697,27204,840
2020-11-21,80+,Hispanic,NA,1715,9373,470
2020-11-21,80+,Left Blank,NA,7122,296374,161
2020-11-21,80+,NH/PI*,NA,19,150,3
2020-11-21,80+,Other,NA,475,7746,23
2020-11-21,80+,White,NA,14798,231987,3675
2020-11-21,80+,NA,NA,27386,578087,5385
2020-11-21,Unknown,AI/AN**,NA,0,0,0
2020-11-21,Unknown,Asian,NA,0,51,0
2020-11-21,Unknown,Black,NA,4,171,0
2020-11-21,Unknown,Hispanic,NA,11,259,0
2020-11-21,Unknown,Left Blank,NA,147,552322,0
2020-11-21,Unknown,NH/PI*,NA,0,0,0
2020-11-21,Unknown,Other,NA,2,42,0
2020-11-21,Unknown,White,NA,38,544,0
2020-11-21,Unknown,NA,NA,202,553389,0
2020-11-21,NA,AI/AN**,NA,765,7625,16
2020-11-21,NA,Asian,NA,12816,367131,431
2020-11-21,NA,Black,NA,63986,736313,2496
2020-11-21,NA,Hispanic,NA,131052,707227,2036
2020-11-21,NA,Left Blank,NA,196603,4439990,249
2020-11-21,NA,NH/PI*,NA,686,10342,10
2020-11-21,NA,Other,NA,22289,302411,60
2020-11-21,NA,White,NA,218089,3137943,6132
2020-11-21,NA,NA,Female,333410,5048937,5282
2020-11-21,NA,NA,Male,302638,3848772,6147
2020-11-21,NA,NA,Unknown/Left Blank,10238,811273,1
2020-11-20,<20,AI/AN**,NA,104,1042,0
2020-11-20,<20,Asian,NA,1390,74379,0
2020-11-20,<20,Black,NA,7239,91989,5
2020-11-20,<20,Hispanic,NA,21838,140343,1
2020-11-20,<20,Left Blank,NA,28232,400943,0
2020-11-20,<20,NH/PI*,NA,75,1687,0
2020-11-20,<20,Other,NA,3344,52191,0
2020-11-20,<20,White,NA,27127,425082,2
2020-11-20,<20,NA,NA,89349,1187656,8
2020-11-20,20-29,AI/AN**,NA,147,1746,0
2020-11-20,20-29,Asian,NA,2433,162012,2
2020-11-20,20-29,Black,NA,11567,141190,16
2020-11-20,20-29,Hispanic,NA,27576,186144,20
2020-11-20,20-29,Left Blank,NA,38086,691818,0
2020-11-20,20-29,NH/PI*,NA,125,2885,0
2020-11-20,20-29,Other,NA,4393,75510,1
2020-11-20,20-29,White,NA,38195,624615,1
2020-11-20,20-29,NA,NA,122522,1885920,40
2020-11-20,30-39,AI/AN**,NA,137,1177,0
2020-11-20,30-39,Asian,NA,2215,43600,6
2020-11-20,30-39,Black,NA,10611,109525,50
2020-11-20,30-39,Hispanic,NA,24093,117976,80
2020-11-20,30-39,Left Blank,NA,31763,618183,1
2020-11-20,30-39,NH/PI*,NA,125,1667,1
2020-11-20,30-39,Other,NA,3931,48404,0
2020-11-20,30-39,White,NA,29498,407350,14
2020-11-20,30-39,NA,NA,102373,1347882,152
2020-11-20,40-49,AI/AN**,NA,110,1049,1
2020-11-20,40-49,Asian,NA,2057,28609,11
2020-11-20,40-49,Black,NA,10002,102959,101
2020-11-20,40-49,Hispanic,NA,24723,103704,183
2020-11-20,40-49,Left Blank,NA,29527,535404,3
2020-11-20,40-49,NH/PI*,NA,123,1296,1
2020-11-20,40-49,Other,NA,3555,38424,0
2020-11-20,40-49,White,NA,28358,344989,49
2020-11-20,40-49,NA,NA,98455,1156434,349
2020-11-20,50-59,AI/AN**,NA,112,1063,1
2020-11-20,50-59,Asian,NA,1824,24142,28
2020-11-20,50-59,Black,NA,9641,111009,242
2020-11-20,50-59,Hispanic,NA,17488,77995,338
2020-11-20,50-59,Left Blank,NA,28463,561897,8
2020-11-20,50-59,NH/PI*,NA,101,1321,2
2020-11-20,50-59,Other,NA,3195,34990,4
2020-11-20,50-59,White,NA,33360,416178,218
2020-11-20,50-59,NA,NA,94184,1228595,841
2020-11-20,60-69,AI/AN**,NA,73,777,4
2020-11-20,60-69,Asian,NA,1419,16030,68
2020-11-20,60-69,Black,NA,7313,95023,568
2020-11-20,60-69,Hispanic,NA,8746,44029,486
2020-11-20,60-69,Left Blank,NA,19072,466499,23
2020-11-20,60-69,NH/PI*,NA,85,830,3
2020-11-20,60-69,Other,NA,2073,26610,14
2020-11-20,60-69,White,NA,26806,385948,689
2020-11-20,60-69,NA,NA,65587,1035746,1855
2020-11-20,70-79,AI/AN**,NA,44,422,3
2020-11-20,70-79,Asian,NA,731,8467,106
2020-11-20,70-79,Black,NA,4136,49230,666
2020-11-20,70-79,Hispanic,NA,3416,18289,442
2020-11-20,70-79,Left Blank,NA,9090,272093,53
2020-11-20,70-79,NH/PI*,NA,31,328,1
2020-11-20,70-79,Other,NA,924,15084,20
2020-11-20,70-79,White,NA,16458,263726,1444
2020-11-20,70-79,NA,NA,34830,627639,2735
2020-11-20,80+,AI/AN**,NA,26,232,6
2020-11-20,80+,Asian,NA,528,4947,207
2020-11-20,80+,Black,NA,2676,26994,835
2020-11-20,80+,Hispanic,NA,1697,9287,466
2020-11-20,80+,Left Blank,NA,6907,293903,159
2020-11-20,80+,NH/PI*,NA,19,150,3
2020-11-20,80+,Other,NA,473,7652,24
2020-11-20,80+,White,NA,14567,229527,3624
2020-11-20,80+,NA,NA,26893,572692,5324
2020-11-20,Unknown,AI/AN**,NA,0,0,0
2020-11-20,Unknown,Asian,NA,0,51,0
2020-11-20,Unknown,Black,NA,4,170,0
2020-11-20,Unknown,Hispanic,NA,11,257,0
2020-11-20,Unknown,Left Blank,NA,148,545071,0
2020-11-20,Unknown,NH/PI*,NA,0,0,0
2020-11-20,Unknown,Other,NA,2,42,0
2020-11-20,Unknown,White,NA,37,543,0
2020-11-20,Unknown,NA,NA,202,546134,0
2020-11-20,NA,AI/AN**,NA,753,7508,15
2020-11-20,NA,Asian,NA,12597,362237,428
2020-11-20,NA,Black,NA,63189,728089,2483
2020-11-20,NA,Hispanic,NA,129588,698024,2016
2020-11-20,NA,Left Blank,NA,191288,4385811,247
2020-11-20,NA,NH/PI*,NA,684,10164,11
2020-11-20,NA,Other,NA,21890,298907,63
2020-11-20,NA,White,NA,214406,3097958,6041
2020-11-20,NA,NA,Female,327114,4984561,5230
2020-11-20,NA,NA,Male,297257,3802340,6074
2020-11-20,NA,NA,Unknown/Left Blank,10024,801797,0
2020-11-19,<20,AI/AN**,NA,101,1029,0
2020-11-19,<20,Asian,NA,1356,73477,0
2020-11-19,<20,Black,NA,7105,90967,5
2020-11-19,<20,Hispanic,NA,21515,138547,1
2020-11-19,<20,Left Blank,NA,27312,394500,0
2020-11-19,<20,NH/PI*,NA,73,1665,0
2020-11-19,<20,Other,NA,3267,51692,0
2020-11-19,<20,White,NA,26543,419446,2
2020-11-19,<20,NA,NA,87272,1171323,8
2020-11-19,20-29,AI/AN**,NA,147,1725,0
2020-11-19,20-29,Asian,NA,2379,159756,2
2020-11-19,20-29,Black,NA,11420,139499,15
2020-11-19,20-29,Hispanic,NA,27216,183718,20
2020-11-19,20-29,Left Blank,NA,37169,683229,0
2020-11-19,20-29,NH/PI*,NA,125,2854,0
2020-11-19,20-29,Other,NA,4317,74812,1
2020-11-19,20-29,White,NA,37499,615856,1
2020-11-19,20-29,NA,NA,120272,1861449,39
2020-11-19,30-39,AI/AN**,NA,132,1167,0
2020-11-19,30-39,Asian,NA,2176,42967,6
2020-11-19,30-39,Black,NA,10463,108194,50
2020-11-19,30-39,Hispanic,NA,23787,116623,80
2020-11-19,30-39,Left Blank,NA,30899,610500,1
2020-11-19,30-39,NH/PI*,NA,123,1641,0
2020-11-19,30-39,Other,NA,3850,47956,0
2020-11-19,30-39,White,NA,28894,401689,14
2020-11-19,30-39,NA,NA,100324,1330737,151
2020-11-19,40-49,AI/AN**,NA,108,1036,1
2020-11-19,40-49,Asian,NA,2016,28121,11
2020-11-19,40-49,Black,NA,9866,101748,100
2020-11-19,40-49,Hispanic,NA,24441,102441,181
2020-11-19,40-49,Left Blank,NA,28640,528638,3
2020-11-19,40-49,NH/PI*,NA,118,1282,1
2020-11-19,40-49,Other,NA,3500,38045,0
2020-11-19,40-49,White,NA,27697,340255,48
2020-11-19,40-49,NA,NA,96386,1141566,345
2020-11-19,50-59,AI/AN**,NA,110,1052,1
2020-11-19,50-59,Asian,NA,1792,23747,28
2020-11-19,50-59,Black,NA,9537,109842,239
2020-11-19,50-59,Hispanic,NA,17244,77080,336
2020-11-19,50-59,Left Blank,NA,27591,554923,8
2020-11-19,50-59,NH/PI*,NA,100,1308,2
2020-11-19,50-59,Other,NA,3135,34609,3
2020-11-19,50-59,White,NA,32646,410803,212
2020-11-19,50-59,NA,NA,92155,1213364,829
2020-11-19,60-69,AI/AN**,NA,70,769,4
2020-11-19,60-69,Asian,NA,1392,15819,68
2020-11-19,60-69,Black,NA,7226,94203,566
2020-11-19,60-69,Hispanic,NA,8640,43548,481
2020-11-19,60-69,Left Blank,NA,18481,460867,21
2020-11-19,60-69,NH/PI*,NA,84,810,3
2020-11-19,60-69,Other,NA,2028,26366,14
2020-11-19,60-69,White,NA,26247,381720,681
2020-11-19,60-69,NA,NA,64168,1024102,1838
2020-11-19,70-79,AI/AN**,NA,44,421,3
2020-11-19,70-79,Asian,NA,721,8386,105
2020-11-19,70-79,Black,NA,4098,48854,661
2020-11-19,70-79,Hispanic,NA,3373,18120,436
2020-11-19,70-79,Left Blank,NA,8817,268844,54
2020-11-19,70-79,NH/PI*,NA,31,323,1
2020-11-19,70-79,Other,NA,910,14969,20
2020-11-19,70-79,White,NA,16129,261254,1428
2020-11-19,70-79,NA,NA,34123,621171,2708
2020-11-19,80+,AI/AN**,NA,26,231,6
2020-11-19,80+,Asian,NA,526,4901,207
2020-11-19,80+,Black,NA,2661,26741,829
2020-11-19,80+,Hispanic,NA,1679,9204,464
2020-11-19,80+,Left Blank,NA,6776,290609,160
2020-11-19,80+,NH/PI*,NA,19,147,3
2020-11-19,80+,Other,NA,460,7606,25
2020-11-19,80+,White,NA,14342,226888,3566
2020-11-19,80+,NA,NA,26489,566327,5260
2020-11-19,Unknown,AI/AN**,NA,0,0,0
2020-11-19,Unknown,Asian,NA,0,51,0
2020-11-19,Unknown,Black,NA,4,170,0
2020-11-19,Unknown,Hispanic,NA,11,257,0
2020-11-19,Unknown,Left Blank,NA,141,541575,0
2020-11-19,Unknown,NH/PI*,NA,0,0,0
2020-11-19,Unknown,Other,NA,2,40,0
2020-11-19,Unknown,White,NA,36,542,0
2020-11-19,Unknown,NA,NA,194,542635,0
2020-11-19,NA,AI/AN**,NA,738,7430,15
2020-11-19,NA,Asian,NA,12358,357225,427
2020-11-19,NA,Black,NA,62380,720218,2465
2020-11-19,NA,Hispanic,NA,127906,689538,1999
2020-11-19,NA,Left Blank,NA,185826,4333685,247
2020-11-19,NA,NH/PI*,NA,673,10030,10
2020-11-19,NA,Other,NA,21469,296095,63
2020-11-19,NA,White,NA,210033,3058453,5952
2020-11-19,NA,NA,Female,320280,4920313,5170
2020-11-19,NA,NA,Male,291224,3756036,6008
2020-11-19,NA,NA,Unknown/Left Blank,9879,796325,0
2020-11-18,<20,AI/AN**,NA,98,1022,0
2020-11-18,<20,Asian,NA,1321,72653,0
2020-11-18,<20,Black,NA,6973,90084,5
2020-11-18,<20,Hispanic,NA,21006,136952,1
2020-11-18,<20,Left Blank,NA,26426,388600,0
2020-11-18,<20,NH/PI*,NA,73,1649,0
2020-11-18,<20,Other,NA,3178,51209,0
2020-11-18,<20,White,NA,25931,414008,2
2020-11-18,<20,NA,NA,85006,1156177,8
2020-11-18,20-29,AI/AN**,NA,143,1704,0
2020-11-18,20-29,Asian,NA,2315,157782,2
2020-11-18,20-29,Black,NA,11259,137991,15
2020-11-18,20-29,Hispanic,NA,26694,181459,20
2020-11-18,20-29,Left Blank,NA,36318,675895,0
2020-11-18,20-29,NH/PI*,NA,124,2832,0
2020-11-18,20-29,Other,NA,4199,74056,1
2020-11-18,20-29,White,NA,36708,607710,1
2020-11-18,20-29,NA,NA,117760,1839429,39
2020-11-18,30-39,AI/AN**,NA,128,1148,0
2020-11-18,30-39,Asian,NA,2122,42371,6
2020-11-18,30-39,Black,NA,10308,107060,49
2020-11-18,30-39,Hispanic,NA,23365,115346,80
2020-11-18,30-39,Left Blank,NA,30079,603299,1
2020-11-18,30-39,NH/PI*,NA,121,1628,0
2020-11-18,30-39,Other,NA,3752,47426,0
2020-11-18,30-39,White,NA,28159,396179,14
2020-11-18,30-39,NA,NA,98034,1314457,150
2020-11-18,40-49,AI/AN**,NA,104,1026,1
2020-11-18,40-49,Asian,NA,1955,27680,11
2020-11-18,40-49,Black,NA,9743,100652,98
2020-11-18,40-49,Hispanic,NA,24022,101316,181
2020-11-18,40-49,Left Blank,NA,27752,521957,3
2020-11-18,40-49,NH/PI*,NA,117,1275,1
2020-11-18,40-49,Other,NA,3408,37614,0
2020-11-18,40-49,White,NA,26988,335571,48
2020-11-18,40-49,NA,NA,94089,1127091,343
2020-11-18,50-59,AI/AN**,NA,108,1035,1
2020-11-18,50-59,Asian,NA,1749,23349,27
2020-11-18,50-59,Black,NA,9398,108718,239
2020-11-18,50-59,Hispanic,NA,16940,76212,331
2020-11-18,50-59,Left Blank,NA,26740,548072,9
2020-11-18,50-59,NH/PI*,NA,102,1293,2
2020-11-18,50-59,Other,NA,3034,34244,3
2020-11-18,50-59,White,NA,31804,405359,209
2020-11-18,50-59,NA,NA,89875,1198282,821
2020-11-18,60-69,AI/AN**,NA,69,757,4
2020-11-18,60-69,Asian,NA,1360,15577,67
2020-11-18,60-69,Black,NA,7106,93379,562
2020-11-18,60-69,Hispanic,NA,8482,43098,479
2020-11-18,60-69,Left Blank,NA,17942,455842,19
2020-11-18,60-69,NH/PI*,NA,84,802,3
2020-11-18,60-69,Other,NA,1994,26125,14
2020-11-18,60-69,White,NA,25589,377375,666
2020-11-18,60-69,NA,NA,62626,1012955,1814
2020-11-18,70-79,AI/AN**,NA,43,418,3
2020-11-18,70-79,Asian,NA,700,8281,102
2020-11-18,70-79,Black,NA,4043,48478,659
2020-11-18,70-79,Hispanic,NA,3319,17939,435
2020-11-18,70-79,Left Blank,NA,8520,266289,51
2020-11-18,70-79,NH/PI*,NA,31,323,1
2020-11-18,70-79,Other,NA,882,14844,21
2020-11-18,70-79,White,NA,15707,258613,1397
2020-11-18,70-79,NA,NA,33245,615185,2669
2020-11-18,80+,AI/AN**,NA,26,220,6
2020-11-18,80+,Asian,NA,520,4840,204
2020-11-18,80+,Black,NA,2640,26505,828
2020-11-18,80+,Hispanic,NA,1651,9113,459
2020-11-18,80+,Left Blank,NA,6627,287899,155
2020-11-18,80+,NH/PI*,NA,19,144,3
2020-11-18,80+,Other,NA,452,7540,26
2020-11-18,80+,White,NA,14013,224359,3489
2020-11-18,80+,NA,NA,25948,560620,5170
2020-11-18,Unknown,AI/AN**,NA,0,0,0
2020-11-18,Unknown,Asian,NA,0,51,0
2020-11-18,Unknown,Black,NA,4,170,0
2020-11-18,Unknown,Hispanic,NA,11,257,0
2020-11-18,Unknown,Left Blank,NA,135,533987,0
2020-11-18,Unknown,NH/PI*,NA,0,0,0
2020-11-18,Unknown,Other,NA,2,40,0
2020-11-18,Unknown,White,NA,36,526,0
2020-11-18,Unknown,NA,NA,188,535031,0
2020-11-18,NA,AI/AN**,NA,719,7330,15
2020-11-18,NA,Asian,NA,12042,352584,419
2020-11-18,NA,Black,NA,61474,713037,2455
2020-11-18,NA,Hispanic,NA,125490,681692,1986
2020-11-18,NA,Left Blank,NA,180539,4281840,238
2020-11-18,NA,NH/PI*,NA,671,9946,10
2020-11-18,NA,Other,NA,20901,293098,65
2020-11-18,NA,White,NA,204935,3019700,5826
2020-11-18,NA,NA,Female,312778,4861066,5099
2020-11-18,NA,NA,Male,284305,3711839,5915
2020-11-18,NA,NA,Unknown/Left Blank,9688,786322,0
2020-11-17,<20,AI/AN**,NA,97,1014,0
2020-11-17,<20,Asian,NA,1308,71625,0
2020-11-17,<20,Black,NA,6913,89152,5
2020-11-17,<20,Hispanic,NA,20876,135236,1
2020-11-17,<20,Left Blank,NA,25698,383636,0
2020-11-17,<20,NH/PI*,NA,73,1632,0
2020-11-17,<20,Other,NA,3149,50760,0
2020-11-17,<20,White,NA,25543,408624,2
2020-11-17,<20,NA,NA,83657,1141679,8
2020-11-17,20-29,AI/AN**,NA,141,1677,0
2020-11-17,20-29,Asian,NA,2293,155123,2
2020-11-17,20-29,Black,NA,11161,136571,15
2020-11-17,20-29,Hispanic,NA,26542,179126,20
2020-11-17,20-29,Left Blank,NA,35665,669312,0
2020-11-17,20-29,NH/PI*,NA,124,2795,0
2020-11-17,20-29,Other,NA,4158,73215,1
2020-11-17,20-29,White,NA,36240,598450,1
2020-11-17,20-29,NA,NA,116324,1816269,39
2020-11-17,30-39,AI/AN**,NA,124,1135,0
2020-11-17,30-39,Asian,NA,2100,41666,6
2020-11-17,30-39,Black,NA,10226,106117,49
2020-11-17,30-39,Hispanic,NA,23238,114214,78
2020-11-17,30-39,Left Blank,NA,29385,597134,1
2020-11-17,30-39,NH/PI*,NA,121,1607,0
2020-11-17,30-39,Other,NA,3727,46894,0
2020-11-17,30-39,White,NA,27703,390817,14
2020-11-17,30-39,NA,NA,96624,1299584,148
2020-11-17,40-49,AI/AN**,NA,102,1008,1
2020-11-17,40-49,Asian,NA,1932,27274,11
2020-11-17,40-49,Black,NA,9656,99710,98
2020-11-17,40-49,Hispanic,NA,23890,100239,178
2020-11-17,40-49,Left Blank,NA,27076,516181,3
2020-11-17,40-49,NH/PI*,NA,115,1256,1
2020-11-17,40-49,Other,NA,3369,37221,0
2020-11-17,40-49,White,NA,26563,330975,48
2020-11-17,40-49,NA,NA,92703,1113864,340
2020-11-17,50-59,AI/AN**,NA,108,1023,1
