County,confirmed_cases,total_tested,probable_deaths,deaths,date
Union,58,430,NA,1,2020-05-08
Vermilion,25,928,NA,1,2020-05-08
Wabash,1,156,NA,0,2020-05-08
Warren,93,320,NA,0,2020-05-08
Washington,14,199,NA,0,2020-05-08
Wayne,3,183,NA,0,2020-05-08
White,2,173,NA,0,2020-05-08
Whiteside,101,1177,NA,6,2020-05-08
Will,3561,18689,NA,199,2020-05-08
Williamson,44,1106,NA,1,2020-05-08
Winnebago,830,5592,NA,21,2020-05-08
Woodford,15,456,NA,1,2020-05-08
Adams,40,1414,NA,1,2020-05-07
Alexander,6,58,NA,0,2020-05-07
Bond,8,148,NA,1,2020-05-07
Boone,168,658,NA,11,2020-05-07
Brown,6,62,NA,0,2020-05-07
Bureau,12,357,NA,1,2020-05-07
Calhoun,1,31,NA,0,2020-05-07
Carroll,10,92,NA,2,2020-05-07
Cass,50,482,NA,0,2020-05-07
Champaign,229,4418,NA,6,2020-05-07
Chicago,28441,117295,NA,1184,2020-05-07
Christian,27,424,NA,4,2020-05-07
Clark,5,106,NA,0,2020-05-07
Clay,2,141,NA,0,2020-05-07
Clinton,122,638,NA,8,2020-05-07
Coles,22,424,NA,1,2020-05-07
Cook,19900,88752,NA,926,2020-05-07
Crawford,10,188,NA,0,2020-05-07
Cumberland,4,70,NA,0,2020-05-07
De Witt,3,261,NA,0,2020-05-07
DeKalb,149,1310,NA,1,2020-05-07
Douglas,20,274,NA,0,2020-05-07
DuPage,4213,22991,NA,228,2020-05-07
Edgar,0,125,NA,0,2020-05-07
Edwards,0,64,NA,0,2020-05-07
Effingham,5,153,NA,1,2020-05-07
Fayette,17,181,NA,2,2020-05-07
Ford,12,216,NA,1,2020-05-07
Franklin,10,621,NA,0,2020-05-07
Fulton,3,211,NA,0,2020-05-07
Gallatin,2,43,NA,0,2020-05-07
Greene,3,106,NA,0,2020-05-07
Grundy,50,753,NA,0,2020-05-07
Hamilton,2,76,NA,0,2020-05-07
Hancock,10,283,NA,0,2020-05-07
Hardin,1,23,NA,0,2020-05-07
Henderson,5,90,NA,0,2020-05-07
Henry,55,655,NA,0,2020-05-07
Illinois,70873,379043,NA,3111,2020-05-07
Iroquois,77,461,NA,1,2020-05-07
Jackson,157,1028,NA,10,2020-05-07
Jasper,46,244,NA,5,2020-05-07
Jefferson,88,719,NA,15,2020-05-07
Jersey,16,124,NA,1,2020-05-07
Jo Daviess,14,271,NA,0,2020-05-07
Johnson,4,98,NA,0,2020-05-07
Kane,2498,10228,NA,77,2020-05-07
Kankakee,428,3284,NA,28,2020-05-07
Kendall,363,1918,NA,10,2020-05-07
Knox,63,773,NA,0,2020-05-07
Lake,4762,17501,NA,165,2020-05-07
LaSalle,91,1494,NA,2,2020-05-07
Lawrence,3,161,NA,0,2020-05-07
Lee,51,624,NA,0,2020-05-07
Livingston,24,472,NA,1,2020-05-07
Logan,7,505,NA,0,2020-05-07
Macon,133,1272,NA,14,2020-05-07
Macoupin,39,733,NA,1,2020-05-07
Madison,396,2333,NA,28,2020-05-07
Marion,40,729,NA,0,2020-05-07
Marshall,4,96,NA,0,2020-05-07
Mason,15,202,NA,0,2020-05-07
Massac,5,93,NA,0,2020-05-07
McDonough,46,412,NA,2,2020-05-07
McHenry,857,4854,NA,44,2020-05-07
McLean,110,3130,NA,3,2020-05-07
Menard,17,230,NA,0,2020-05-07
Mercer,11,175,NA,0,2020-05-07
Monroe,77,291,NA,11,2020-05-07
Montgomery,33,622,NA,1,2020-05-07
Morgan,27,481,NA,1,2020-05-07
Moultrie,6,86,NA,0,2020-05-07
Ogle,139,1337,NA,1,2020-05-07
Out Of State,71,1014,NA,3,2020-05-07
Peoria,130,2837,NA,5,2020-05-07
Perry,36,399,NA,0,2020-05-07
Piatt,7,250,NA,0,2020-05-07
Pike,1,91,NA,0,2020-05-07
Pope,0,25,NA,0,2020-05-07
Pulaski,24,81,NA,0,2020-05-07
Putnam,0,52,NA,0,2020-05-07
Randolph,206,988,NA,2,2020-05-07
Richland,3,363,NA,0,2020-05-07
Rock Island,477,2117,NA,15,2020-05-07
Saline,5,231,NA,0,2020-05-07
Sangamon,237,4602,NA,15,2020-05-07
Schuyler,3,116,NA,0,2020-05-07
Scott,0,67,NA,0,2020-05-07
Shelby,10,125,NA,1,2020-05-07
St. Clair,623,3138,NA,44,2020-05-07
Stark,1,45,NA,0,2020-05-07
Stephenson,78,449,NA,0,2020-05-07
Tazewell,54,2174,NA,3,2020-05-07
Unassigned,100,8088,NA,0,2020-05-07
Union,52,374,NA,1,2020-05-07
Vermilion,23,886,NA,1,2020-05-07
Wabash,1,151,NA,0,2020-05-07
Warren,92,310,NA,0,2020-05-07
Washington,14,193,NA,0,2020-05-07
Wayne,2,176,NA,0,2020-05-07
White,2,172,NA,0,2020-05-07
Whiteside,99,1139,NA,6,2020-05-07
Will,3434,17868,NA,194,2020-05-07
Williamson,42,1046,NA,0,2020-05-07
Winnebago,759,5150,NA,21,2020-05-07
Woodford,15,417,NA,1,2020-05-07
Adams,40,1405,NA,1,2020-05-06
Alexander,6,58,NA,0,2020-05-06
Bond,8,141,NA,1,2020-05-06
Boone,155,627,NA,10,2020-05-06
Brown,6,44,NA,0,2020-05-06
Bureau,12,330,NA,1,2020-05-06
Calhoun,1,29,NA,0,2020-05-06
Carroll,10,90,NA,2,2020-05-06
Cass,48,462,NA,0,2020-05-06
Champaign,212,4158,NA,6,2020-05-06
Chicago,27440,112588,NA,1112,2020-05-06
Christian,28,410,NA,4,2020-05-06
Clark,5,103,NA,0,2020-05-06
Clay,2,135,NA,0,2020-05-06
Clinton,116,536,NA,7,2020-05-06
Coles,22,414,NA,1,2020-05-06
Cook,19249,85360,NA,892,2020-05-06
Crawford,10,186,NA,0,2020-05-06
Cumberland,4,68,NA,0,2020-05-06
De Witt,3,251,NA,0,2020-05-06
DeKalb,141,1232,NA,1,2020-05-06
Douglas,20,264,NA,0,2020-05-06
DuPage,4056,21824,NA,220,2020-05-06
Edgar,0,120,NA,0,2020-05-06
Edwards,0,63,NA,0,2020-05-06
Effingham,5,149,NA,1,2020-05-06
Fayette,16,174,NA,2,2020-05-06
Ford,11,207,NA,1,2020-05-06
Franklin,10,585,NA,0,2020-05-06
Fulton,3,198,NA,0,2020-05-06
Gallatin,2,40,NA,0,2020-05-06
Greene,3,99,NA,0,2020-05-06
Grundy,48,733,NA,0,2020-05-06
Hamilton,2,74,NA,0,2020-05-06
Hancock,10,278,NA,0,2020-05-06
Hardin,1,22,NA,0,2020-05-06
Henderson,5,75,NA,0,2020-05-06
Henry,54,636,NA,0,2020-05-06
Illinois,68232,361260,NA,2974,2020-05-06
Iroquois,62,415,NA,1,2020-05-06
Jackson,154,976,NA,9,2020-05-06
Jasper,46,238,NA,5,2020-05-06
Jefferson,86,692,NA,15,2020-05-06
Jersey,15,120,NA,1,2020-05-06
Jo Daviess,14,267,NA,0,2020-05-06
Johnson,4,95,NA,0,2020-05-06
Kane,2331,9527,NA,74,2020-05-06
Kankakee,416,3185,NA,27,2020-05-06
Kendall,346,1827,NA,10,2020-05-06
Knox,61,714,NA,0,2020-05-06
Lake,4529,16198,NA,162,2020-05-06
LaSalle,84,1417,NA,2,2020-05-06
Lawrence,3,157,NA,0,2020-05-06
Lee,49,606,NA,0,2020-05-06
Livingston,23,461,NA,1,2020-05-06
Logan,7,481,NA,0,2020-05-06
Macon,129,1214,NA,13,2020-05-06
Macoupin,39,707,NA,1,2020-05-06
Madison,374,2267,NA,28,2020-05-06
Marion,38,701,NA,0,2020-05-06
Marshall,4,88,NA,0,2020-05-06
Mason,15,178,NA,0,2020-05-06
Massac,4,92,NA,0,2020-05-06
McDonough,42,361,NA,2,2020-05-06
McHenry,814,4573,NA,42,2020-05-06
McLean,108,3043,NA,3,2020-05-06
Menard,16,224,NA,0,2020-05-06
Mercer,10,163,NA,0,2020-05-06
Monroe,74,283,NA,11,2020-05-06
Montgomery,33,590,NA,1,2020-05-06
Morgan,26,458,NA,1,2020-05-06
Moultrie,6,78,NA,0,2020-05-06
Ogle,137,1314,NA,1,2020-05-06
Out Of State,68,986,NA,4,2020-05-06
Peoria,126,2628,NA,4,2020-05-06
Perry,35,381,NA,0,2020-05-06
Piatt,7,238,NA,0,2020-05-06
Pike,1,90,NA,0,2020-05-06
Pope,0,24,NA,0,2020-05-06
Pulaski,23,81,NA,0,2020-05-06
Putnam,0,48,NA,0,2020-05-06
Randolph,203,957,NA,2,2020-05-06
Richland,3,360,NA,0,2020-05-06
Rock Island,465,1996,NA,14,2020-05-06
Saline,4,226,NA,0,2020-05-06
Sangamon,231,4304,NA,14,2020-05-06
Schuyler,2,111,NA,0,2020-05-06
Scott,0,60,NA,0,2020-05-06
Shelby,10,121,NA,1,2020-05-06
St. Clair,601,3066,NA,42,2020-05-06
Stark,1,42,NA,0,2020-05-06
Stephenson,72,436,NA,0,2020-05-06
Tazewell,53,1903,NA,3,2020-05-06
Unassigned,105,7299,NA,0,2020-05-06
Union,48,348,NA,1,2020-05-06
Vermilion,22,859,NA,1,2020-05-06
Wabash,1,144,NA,0,2020-05-06
Warren,88,285,NA,0,2020-05-06
Washington,15,186,NA,0,2020-05-06
Wayne,2,173,NA,0,2020-05-06
White,2,171,NA,0,2020-05-06
Whiteside,98,1111,NA,6,2020-05-06
Will,3332,17222,NA,189,2020-05-06
Williamson,40,1007,NA,0,2020-05-06
Winnebago,696,4813,NA,20,2020-05-06
Woodford,15,387,NA,1,2020-05-06
Adams,40,1380,NA,1,2020-05-05
Alexander,4,48,NA,0,2020-05-05
Bond,7,136,NA,1,2020-05-05
Boone,146,601,NA,10,2020-05-05
Brown,2,40,NA,0,2020-05-05
Bureau,12,308,NA,1,2020-05-05
Calhoun,1,29,NA,0,2020-05-05
Carroll,10,87,NA,2,2020-05-05
Cass,42,433,NA,0,2020-05-05
Champaign,212,3832,NA,6,2020-05-05
Chicago,26606,108872,NA,1068,2020-05-05
Christian,28,393,NA,4,2020-05-05
Clark,5,101,NA,0,2020-05-05
Clay,2,133,NA,0,2020-05-05
Clinton,115,522,NA,7,2020-05-05
Coles,22,392,NA,1,2020-05-05
Cook,18617,82311,NA,854,2020-05-05
Crawford,8,182,NA,0,2020-05-05
Cumberland,4,64,NA,0,2020-05-05
De Witt,3,233,NA,0,2020-05-05
DeKalb,132,1141,NA,1,2020-05-05
Douglas,20,246,NA,0,2020-05-05
DuPage,3918,21031,NA,207,2020-05-05
Edgar,0,115,NA,0,2020-05-05
Edwards,0,62,NA,0,2020-05-05
Effingham,5,143,NA,1,2020-05-05
Fayette,16,166,NA,2,2020-05-05
Ford,11,193,NA,1,2020-05-05
Franklin,10,566,NA,0,2020-05-05
Fulton,3,189,NA,0,2020-05-05
Gallatin,2,39,NA,0,2020-05-05
Greene,3,96,NA,0,2020-05-05
Grundy,47,697,NA,0,2020-05-05
Hamilton,2,69,NA,0,2020-05-05
Hancock,9,252,NA,0,2020-05-05
Hardin,1,20,NA,0,2020-05-05
Henderson,4,69,NA,0,2020-05-05
Henry,53,622,NA,0,2020-05-05
Illinois,65962,346286,NA,2838,2020-05-05
Iroquois,47,349,NA,1,2020-05-05
Jackson,146,901,NA,9,2020-05-05
Jasper,48,237,NA,5,2020-05-05
Jefferson,86,679,NA,15,2020-05-05
Jersey,14,116,NA,1,2020-05-05
Jo Daviess,14,265,NA,0,2020-05-05
Johnson,4,93,NA,0,2020-05-05
Kane,2206,8895,NA,65,2020-05-05
Kankakee,393,3039,NA,27,2020-05-05
Kendall,334,1674,NA,9,2020-05-05
Knox,56,706,NA,0,2020-05-05
Lake,4370,15779,NA,151,2020-05-05
LaSalle,69,1325,NA,1,2020-05-05
Lawrence,3,151,NA,0,2020-05-05
Lee,41,572,NA,0,2020-05-05
Livingston,23,447,NA,1,2020-05-05
Logan,7,450,NA,0,2020-05-05
Macon,126,1148,NA,13,2020-05-05
Macoupin,36,666,NA,1,2020-05-05
Madison,369,2188,NA,27,2020-05-05
Marion,36,675,NA,0,2020-05-05
Marshall,4,83,NA,0,2020-05-05
Mason,14,163,NA,0,2020-05-05
Massac,4,88,NA,0,2020-05-05
McDonough,37,328,NA,2,2020-05-05
McHenry,802,4332,NA,40,2020-05-05
McLean,103,2918,NA,3,2020-05-05
Menard,15,211,NA,0,2020-05-05
Mercer,10,157,NA,0,2020-05-05
Monroe,74,282,NA,11,2020-05-05
Montgomery,30,428,NA,1,2020-05-05
Morgan,26,424,NA,1,2020-05-05
Moultrie,6,75,NA,0,2020-05-05
Ogle,133,1299,NA,1,2020-05-05
Out Of State,73,924,NA,4,2020-05-05
Peoria,113,2440,NA,3,2020-05-05
Perry,32,352,NA,0,2020-05-05
Piatt,7,222,NA,0,2020-05-05
Pike,1,85,NA,0,2020-05-05
Pope,0,22,NA,0,2020-05-05
Pulaski,20,70,NA,0,2020-05-05
Putnam,0,46,NA,0,2020-05-05
Randolph,183,908,NA,2,2020-05-05
Richland,3,358,NA,0,2020-05-05
Rock Island,454,1935,NA,12,2020-05-05
Saline,4,216,NA,0,2020-05-05
Sangamon,216,4043,NA,14,2020-05-05
Schuyler,2,104,NA,0,2020-05-05
Scott,0,57,NA,0,2020-05-05
Shelby,10,116,NA,1,2020-05-05
St. Clair,579,3007,NA,41,2020-05-05
Stark,1,40,NA,0,2020-05-05
Stephenson,70,411,NA,0,2020-05-05
Tazewell,48,1799,NA,3,2020-05-05
Unassigned,236,6678,NA,0,2020-05-05
Union,32,308,NA,1,2020-05-05
Vermilion,23,825,NA,1,2020-05-05
Wabash,1,144,NA,0,2020-05-05
Warren,85,276,NA,0,2020-05-05
Washington,14,181,NA,0,2020-05-05
Wayne,2,167,NA,0,2020-05-05
White,2,166,NA,0,2020-05-05
Whiteside,94,1088,NA,6,2020-05-05
Will,3150,16424,NA,178,2020-05-05
Williamson,37,962,NA,0,2020-05-05
Winnebago,649,4540,NA,19,2020-05-05
Woodford,13,367,NA,1,2020-05-05
Adams,40,1309,NA,1,2020-05-04
Alexander,4,48,NA,0,2020-05-04
Bond,6,135,NA,1,2020-05-04
Boone,144,578,NA,10,2020-05-04
Brown,2,40,NA,0,2020-05-04
Bureau,12,252,NA,0,2020-05-04
Calhoun,1,29,NA,0,2020-05-04
Carroll,10,81,NA,2,2020-05-04
Cass,40,425,NA,0,2020-05-04
Champaign,182,3721,NA,6,2020-05-04
Chicago,25805,104885,NA,1021,2020-05-04
Christian,28,379,NA,4,2020-05-04
Clark,5,100,NA,0,2020-05-04
Clay,2,130,NA,0,2020-05-04
Clinton,114,520,NA,5,2020-05-04
Coles,22,385,NA,1,2020-05-04
Cook,17910,79625,NA,781,2020-05-04
Crawford,8,178,NA,0,2020-05-04
Cumberland,4,63,NA,0,2020-05-04
De Witt,3,223,NA,0,2020-05-04
DeKalb,130,1073,NA,1,2020-05-04
Douglas,20,237,NA,0,2020-05-04
DuPage,3803,20236,NA,196,2020-05-04
Edgar,0,110,NA,0,2020-05-04
Edwards,0,60,NA,0,2020-05-04
Effingham,5,140,NA,1,2020-05-04
Fayette,16,166,NA,2,2020-05-04
Ford,9,184,NA,1,2020-05-04
Franklin,9,565,NA,0,2020-05-04
Fulton,4,179,NA,1,2020-05-04
Gallatin,2,39,NA,0,2020-05-04
Greene,3,94,NA,0,2020-05-04
Grundy,46,683,NA,0,2020-05-04
Hamilton,2,69,NA,0,2020-05-04
Hancock,9,229,NA,0,2020-05-04
Hardin,1,18,NA,0,2020-05-04
Henderson,4,65,NA,0,2020-05-04
Henry,53,596,NA,0,2020-05-04
Illinois,63840,333147,NA,2662,2020-05-04
Iroquois,42,331,NA,1,2020-05-04
Jackson,140,897,NA,9,2020-05-04
Jasper,48,237,NA,5,2020-05-04
Jefferson,87,676,NA,15,2020-05-04
Jersey,14,116,NA,1,2020-05-04
Jo Daviess,14,259,NA,0,2020-05-04
Johnson,4,93,NA,0,2020-05-04
Kane,2115,8427,NA,57,2020-05-04
Kankakee,383,2961,NA,25,2020-05-04
Kendall,326,1608,NA,6,2020-05-04
Knox,56,679,NA,0,2020-05-04
Lake,4252,15417,NA,151,2020-05-04
LaSalle,70,1025,NA,1,2020-05-04
Lawrence,4,149,NA,0,2020-05-04
Lee,25,555,NA,0,2020-05-04
Livingston,23,435,NA,1,2020-05-04
Logan,7,438,NA,0,2020-05-04
Macon,124,1113,NA,13,2020-05-04
Macoupin,34,652,NA,0,2020-05-04
Madison,365,2149,NA,26,2020-05-04
Marion,35,670,NA,0,2020-05-04
Marshall,4,80,NA,0,2020-05-04
Mason,14,156,NA,0,2020-05-04
Massac,4,88,NA,0,2020-05-04
McDonough,36,287,NA,1,2020-05-04
McHenry,790,4100,NA,38,2020-05-04
McLean,103,2818,NA,3,2020-05-04
Menard,14,208,NA,0,2020-05-04
Mercer,10,149,NA,0,2020-05-04
Monroe,73,281,NA,12,2020-05-04
Montgomery,29,416,NA,1,2020-05-04
Morgan,24,415,NA,1,2020-05-04
Moultrie,5,71,NA,0,2020-05-04
Ogle,132,1263,NA,1,2020-05-04
Out Of State,63,906,NA,3,2020-05-04
Peoria,107,2370,NA,3,2020-05-04
Perry,34,349,NA,0,2020-05-04
Piatt,7,217,NA,0,2020-05-04
Pike,1,83,NA,0,2020-05-04
Pope,0,22,NA,0,2020-05-04
Pulaski,20,70,NA,0,2020-05-04
Putnam,0,30,NA,0,2020-05-04
Randolph,182,906,NA,1,2020-05-04
Richland,3,356,NA,0,2020-05-04
Rock Island,452,1812,NA,9,2020-05-04
Saline,4,212,NA,0,2020-05-04
Sangamon,212,3994,NA,11,2020-05-04
Schuyler,1,102,NA,0,2020-05-04
Scott,0,57,NA,0,2020-05-04
Shelby,10,113,NA,1,2020-05-04
St. Clair,551,2984,NA,34,2020-05-04
Stark,1,38,NA,0,2020-05-04
Stephenson,71,378,NA,0,2020-05-04
Tazewell,45,1762,NA,3,2020-05-04
Unassigned,214,6402,NA,0,2020-05-04
Union,30,307,NA,0,2020-05-04
Vermilion,21,785,NA,1,2020-05-04
Wabash,1,142,NA,0,2020-05-04
Warren,85,265,NA,0,2020-05-04
Washington,13,181,NA,0,2020-05-04
Wayne,2,166,NA,0,2020-05-04
White,2,166,NA,0,2020-05-04
Whiteside,92,1058,NA,6,2020-05-04
Will,3066,15910,NA,169,2020-05-04
Williamson,35,956,NA,0,2020-05-04
Winnebago,638,4377,NA,18,2020-05-04
Woodford,13,362,NA,1,2020-05-04
Adams,40,0,NA,1,2020-05-03
Alexander,4,0,NA,0,2020-05-03
Bond,6,0,NA,1,2020-05-03
Boone,138,0,NA,11,2020-05-03
Brown,1,0,NA,0,2020-05-03
Bureau,12,0,NA,0,2020-05-03
Calhoun,1,0,NA,0,2020-05-03
Carroll,10,0,NA,2,2020-05-03
Cass,40,0,NA,0,2020-05-03
Champaign,177,0,NA,6,2020-05-03
Chicago,24864,0,NA,1009,2020-05-03
Christian,28,0,NA,4,2020-05-03
Clark,5,0,NA,0,2020-05-03
Clay,2,0,NA,0,2020-05-03
Clinton,112,0,NA,5,2020-05-03
Coles,22,0,NA,1,2020-05-03
Cook,17460,0,NA,777,2020-05-03
Crawford,10,0,NA,0,2020-05-03
Cumberland,3,0,NA,0,2020-05-03
De Witt,3,0,NA,0,2020-05-03
DeKalb,125,0,NA,1,2020-05-03
Douglas,20,0,NA,0,2020-05-03
DuPage,3611,0,NA,192,2020-05-03
Edgar,0,0,NA,0,2020-05-03
Edwards,0,0,NA,0,2020-05-03
Effingham,6,0,NA,1,2020-05-03
Fayette,16,0,NA,2,2020-05-03
Ford,9,0,NA,1,2020-05-03
Franklin,10,0,NA,0,2020-05-03
Fulton,3,0,NA,0,2020-05-03
Gallatin,2,0,NA,0,2020-05-03
Greene,3,0,NA,0,2020-05-03
Grundy,43,0,NA,0,2020-05-03
Hamilton,2,0,NA,0,2020-05-03
Hancock,8,0,NA,0,2020-05-03
Hardin,1,0,NA,0,2020-05-03
Henderson,5,0,NA,0,2020-05-03
Henry,50,0,NA,0,2020-05-03
Illinois,61499,319313,NA,2618,2020-05-03
Iroquois,38,0,NA,0,2020-05-03
Jackson,139,0,NA,9,2020-05-03
Jasper,45,0,NA,5,2020-05-03
Jefferson,86,0,NA,15,2020-05-03
Jersey,13,0,NA,1,2020-05-03
Jo Daviess,13,0,NA,0,2020-05-03
Johnson,4,0,NA,0,2020-05-03
Kane,1935,0,NA,57,2020-05-03
Kankakee,358,0,NA,26,2020-05-03
Kendall,305,0,NA,6,2020-05-03
Knox,51,0,NA,0,2020-05-03
Lake,4161,0,NA,145,2020-05-03
LaSalle,67,0,NA,1,2020-05-03
Lawrence,4,0,NA,0,2020-05-03
Lee,25,0,NA,0,2020-05-03
Livingston,24,0,NA,1,2020-05-03
Logan,7,0,NA,0,2020-05-03
Macon,122,0,NA,12,2020-05-03
Macoupin,32,0,NA,0,2020-05-03
Madison,365,0,NA,24,2020-05-03
Marion,34,0,NA,0,2020-05-03
Marshall,4,0,NA,0,2020-05-03
Mason,13,0,NA,0,2020-05-03
Massac,4,0,NA,0,2020-05-03
McDonough,35,0,NA,1,2020-05-03
McHenry,738,0,NA,37,2020-05-03
McLean,99,0,NA,3,2020-05-03
Menard,15,0,NA,0,2020-05-03
Mercer,8,0,NA,0,2020-05-03
Monroe,75,0,NA,11,2020-05-03
Montgomery,28,0,NA,1,2020-05-03
Morgan,24,0,NA,1,2020-05-03
Moultrie,5,0,NA,0,2020-05-03
Ogle,129,0,NA,1,2020-05-03
Peoria,106,0,NA,3,2020-05-03
Perry,34,0,NA,0,2020-05-03
Piatt,7,0,NA,0,2020-05-03
Pike,1,0,NA,0,2020-05-03
Pope,0,0,NA,0,2020-05-03
Pulaski,20,0,NA,0,2020-05-03
Putnam,0,0,NA,0,2020-05-03
Randolph,179,0,NA,1,2020-05-03
Richland,3,0,NA,0,2020-05-03
Rock Island,436,0,NA,9,2020-05-03
Saline,4,0,NA,0,2020-05-03
Sangamon,208,0,NA,11,2020-05-03
Schuyler,1,0,NA,0,2020-05-03
Scott,0,0,NA,0,2020-05-03
Shelby,10,0,NA,1,2020-05-03
St. Clair,537,0,NA,33,2020-05-03
Stark,1,0,NA,0,2020-05-03
Stephenson,63,0,NA,0,2020-05-03
Tazewell,47,0,NA,3,2020-05-03
Unassigned,257,0,NA,0,2020-05-03
Union,28,0,NA,0,2020-05-03
Vermilion,18,0,NA,1,2020-05-03
Wabash,1,0,NA,0,2020-05-03
Warren,78,0,NA,0,2020-05-03
Washington,13,0,NA,0,2020-05-03
Wayne,2,0,NA,0,2020-05-03
White,2,0,NA,0,2020-05-03
Whiteside,92,0,NA,6,2020-05-03
Will,2868,0,NA,162,2020-05-03
Williamson,34,0,NA,0,2020-05-03
Winnebago,579,0,NA,16,2020-05-03
Woodford,13,0,NA,1,2020-05-03
Adams,40,0,NA,1,2020-05-02
Alexander,4,0,NA,0,2020-05-02
Bond,6,0,NA,1,2020-05-02
Boone,129,0,NA,11,2020-05-02
Brown,1,0,NA,0,2020-05-02
Bureau,11,0,NA,0,2020-05-02
Calhoun,1,0,NA,0,2020-05-02
Carroll,9,0,NA,2,2020-05-02
Cass,40,0,NA,0,2020-05-02
Champaign,156,0,NA,6,2020-05-02
Chicago,23616,0,NA,978,2020-05-02
Christian,28,0,NA,4,2020-05-02
Clark,6,0,NA,0,2020-05-02
Clay,2,0,NA,0,2020-05-02
Clinton,110,0,NA,5,2020-05-02
Coles,22,0,NA,1,2020-05-02
Cook,16611,0,NA,765,2020-05-02
Crawford,10,0,NA,0,2020-05-02
Cumberland,3,0,NA,0,2020-05-02
De Witt,3,0,NA,0,2020-05-02
DeKalb,114,0,NA,1,2020-05-02
Douglas,19,0,NA,0,2020-05-02
DuPage,3432,0,NA,188,2020-05-02
Edgar,0,0,NA,0,2020-05-02
Edwards,0,0,NA,0,2020-05-02
Effingham,6,0,NA,1,2020-05-02
Fayette,16,0,NA,2,2020-05-02
Ford,9,0,NA,1,2020-05-02
Franklin,9,0,NA,0,2020-05-02
Fulton,3,0,NA,0,2020-05-02
Gallatin,2,0,NA,0,2020-05-02
Greene,3,0,NA,0,2020-05-02
Grundy,41,0,NA,0,2020-05-02
Hamilton,2,0,NA,0,2020-05-02
Hancock,8,0,NA,0,2020-05-02
Hardin,1,0,NA,0,2020-05-02
Henderson,5,0,NA,0,2020-05-02
Henry,50,0,NA,0,2020-05-02
Illinois,58505,299896,NA,2559,2020-05-02
Iroquois,37,0,NA,0,2020-05-02
Jackson,125,0,NA,9,2020-05-02
Jasper,45,0,NA,5,2020-05-02
Jefferson,84,0,NA,14,2020-05-02
Jersey,13,0,NA,1,2020-05-02
Jo Daviess,13,0,NA,0,2020-05-02
Johnson,4,0,NA,0,2020-05-02
Kane,1803,0,NA,54,2020-05-02
Kankakee,358,0,NA,26,2020-05-02
Kendall,291,0,NA,6,2020-05-02
Knox,51,0,NA,0,2020-05-02
Lake,3975,0,NA,141,2020-05-02
LaSalle,65,0,NA,1,2020-05-02
Lawrence,3,0,NA,0,2020-05-02
Lee,23,0,NA,0,2020-05-02
Livingston,21,0,NA,1,2020-05-02
Logan,7,0,NA,0,2020-05-02
Macon,119,0,NA,12,2020-05-02
Macoupin,32,0,NA,0,2020-05-02
Madison,337,0,NA,22,2020-05-02
Marion,34,0,NA,0,2020-05-02
Marshall,4,0,NA,0,2020-05-02
Mason,12,0,NA,0,2020-05-02
Massac,4,0,NA,0,2020-05-02
McDonough,26,0,NA,1,2020-05-02
McHenry,693,0,NA,38,2020-05-02
McLean,99,0,NA,3,2020-05-02
Menard,12,0,NA,0,2020-05-02
Mercer,8,0,NA,0,2020-05-02
Monroe,71,0,NA,10,2020-05-02
Montgomery,27,0,NA,1,2020-05-02
Morgan,24,0,NA,1,2020-05-02
Moultrie,5,0,NA,0,2020-05-02
Ogle,122,0,NA,1,2020-05-02
Peoria,101,0,NA,3,2020-05-02
Perry,31,0,NA,0,2020-05-02
Piatt,7,0,NA,0,2020-05-02
Pike,1,0,NA,0,2020-05-02
Pope,0,0,NA,0,2020-05-02
Pulaski,20,0,NA,0,2020-05-02
Putnam,0,0,NA,0,2020-05-02
Randolph,166,0,NA,1,2020-05-02
Richland,3,0,NA,0,2020-05-02
Rock Island,412,0,NA,9,2020-05-02
Saline,3,0,NA,0,2020-05-02
Sangamon,207,0,NA,11,2020-05-02
Schuyler,1,0,NA,0,2020-05-02
Scott,0,0,NA,0,2020-05-02
Shelby,10,0,NA,1,2020-05-02
St. Clair,507,0,NA,33,2020-05-02
Stark,1,0,NA,0,2020-05-02
Stephenson,53,0,NA,0,2020-05-02
Tazewell,43,0,NA,3,2020-05-02
Unassigned,278,0,NA,1,2020-05-02
Union,21,0,NA,0,2020-05-02
Vermilion,18,0,NA,1,2020-05-02
Wabash,1,0,NA,0,2020-05-02
Warren,75,0,NA,0,2020-05-02
Washington,13,0,NA,0,2020-05-02
Wayne,2,0,NA,0,2020-05-02
White,2,0,NA,0,2020-05-02
Whiteside,92,0,NA,6,2020-05-02
Will,2796,0,NA,164,2020-05-02
Williamson,32,0,NA,0,2020-05-02
Winnebago,521,0,NA,11,2020-05-02
Woodford,13,0,NA,1,2020-05-02
Adams,40,0,NA,1,2020-05-01
Alexander,3,0,NA,0,2020-05-01
Bond,6,0,NA,1,2020-05-01
Boone,113,0,NA,9,2020-05-01
Brown,1,0,NA,0,2020-05-01
Bureau,10,0,NA,0,2020-05-01
Calhoun,1,0,NA,0,2020-05-01
Carroll,9,0,NA,2,2020-05-01
Cass,34,0,NA,0,2020-05-01
Champaign,143,0,NA,6,2020-05-01
Chicago,22718,0,NA,945,2020-05-01
Christian,29,0,NA,4,2020-05-01
Clark,5,0,NA,0,2020-05-01
Clay,2,0,NA,0,2020-05-01
Clinton,110,0,NA,4,2020-05-01
