date,County,youthCaseCount,youthCaseTested
2020-06-28,Johnson,0,38
2020-06-28,Kane,778,5510
2020-06-28,Kankakee,125,917
2020-06-28,Kendall,94,1113
2020-06-28,Knox,6,229
2020-06-28,Lake,952,7170
2020-06-28,LaSalle,17,409
2020-06-28,Lawrence,0,77
2020-06-28,Lee,8,153
2020-06-28,Livingston,0,173
2020-06-28,Logan,0,217
2020-06-28,Macon,15,436
2020-06-28,Macoupin,0,273
2020-06-28,Madison,64,1123
2020-06-28,Marion,0,188
2020-06-28,Marshall,0,56
2020-06-28,Mason,0,69
2020-06-28,Massac,0,74
2020-06-28,McDonough,0,148
2020-06-28,McHenry,157,1824
2020-06-28,McLean,14,907
2020-06-28,Menard,0,78
2020-06-28,Mercer,0,57
2020-06-28,Monroe,6,159
2020-06-28,Montgomery,0,150
2020-06-28,Morgan,9,227
2020-06-28,Moultrie,0,70
2020-06-28,Ogle,22,297
2020-06-28,Peoria,47,1137
2020-06-28,Perry,0,109
2020-06-28,Piatt,0,101
2020-06-28,Pike,0,48
2020-06-28,Pope,0,7
2020-06-28,Pulaski,0,29
2020-06-28,Putnam,0,14
2020-06-28,Randolph,17,300
2020-06-28,Richland,0,97
2020-06-28,Rock Island,48,835
2020-06-28,Saline,0,78
2020-06-28,Sangamon,28,1755
2020-06-28,Schuyler,0,28
2020-06-28,Scott,0,22
2020-06-28,Shelby,0,100
2020-06-28,St. Clair,162,1586
2020-06-28,Stark,0,16
2020-06-28,Stephenson,24,324
2020-06-28,Tazewell,6,606
2020-06-28,Unassigned,0,2763
2020-06-28,Union,18,164
2020-06-28,Vermilion,7,328
2020-06-28,Wabash,0,52
2020-06-28,Warren,0,70
2020-06-28,Washington,0,59
2020-06-28,Wayne,0,94
2020-06-28,White,0,46
2020-06-28,Whiteside,11,272
2020-06-28,Will,524,5129
2020-06-28,Williamson,10,311
2020-06-28,Winnebago,407,3398
2020-06-28,Woodford,0,185
2020-06-21,Adams,0,505
2020-06-21,Alexander,0,21
2020-06-21,Bond,0,48
2020-06-21,Boone,59,494
2020-06-21,Brown,0,27
2020-06-21,Bureau,0,122
2020-06-21,Calhoun,0,0
2020-06-21,Carroll,0,38
2020-06-21,Cass,6,124
2020-06-21,Champaign,152,2139
2020-06-21,Chicago,3190,21951
2020-06-21,Christian,0,113
2020-06-21,Clark,0,47
2020-06-21,Clay,0,41
2020-06-21,Clinton,15,176
2020-06-21,Coles,13,254
2020-06-21,Cook,2314,18425
2020-06-21,Crawford,0,44
2020-06-21,Cumberland,0,29
2020-06-21,De Witt,0,69
2020-06-21,DeKalb,47,739
2020-06-21,Douglas,0,109
2020-06-21,DuPage,566,5634
2020-06-21,Edgar,0,48
2020-06-21,Edwards,0,28
2020-06-21,Effingham,0,127
2020-06-21,Fayette,0,83
2020-06-21,Ford,0,71
2020-06-21,Franklin,0,144
2020-06-21,Fulton,0,116
2020-06-21,Gallatin,0,16
2020-06-21,Greene,0,27
2020-06-21,Grundy,22,299
2020-06-21,Hamilton,0,22
2020-06-21,Hancock,0,59
2020-06-21,Hardin,0,6
2020-06-21,Henderson,0,17
2020-06-21,Henry,0,173
2020-06-21,Iroquois,0,131
2020-06-21,Jackson,31,427
2020-06-21,Jasper,0,38
2020-06-21,Jefferson,7,169
2020-06-21,Jersey,0,23
2020-06-21,Jo Daviess,0,52
2020-06-21,Johnson,0,34
2020-06-21,Kane,726,4933
2020-06-21,Kankakee,112,778
2020-06-21,Kendall,93,977
2020-06-21,Knox,0,198
2020-06-21,Lake,864,6291
2020-06-21,LaSalle,14,353
2020-06-21,Lawrence,0,63
2020-06-21,Lee,9,145
2020-06-21,Livingston,0,161
2020-06-21,Logan,0,189
2020-06-21,Macon,11,356
2020-06-21,Macoupin,0,220
2020-06-21,Madison,52,909
2020-06-21,Marion,0,167
2020-06-21,Marshall,0,43
2020-06-21,Mason,0,62
2020-06-21,Massac,0,63
2020-06-21,McDonough,0,137
2020-06-21,McHenry,142,1535
2020-06-21,McLean,14,778
2020-06-21,Menard,0,70
2020-06-21,Mercer,0,49
2020-06-21,Monroe,0,124
2020-06-21,Montgomery,0,132
2020-06-21,Morgan,8,186
2020-06-21,Moultrie,0,31
2020-06-21,Ogle,22,260
2020-06-21,Peoria,33,946
2020-06-21,Perry,0,103
2020-06-21,Piatt,0,68
2020-06-21,Pike,0,42
2020-06-21,Pope,0,7
2020-06-21,Pulaski,0,25
2020-06-21,Putnam,0,10
2020-06-21,Randolph,15,274
2020-06-21,Richland,0,44
2020-06-21,Rock Island,43,698
2020-06-21,Saline,0,68
2020-06-21,Sangamon,25,1476
2020-06-21,Schuyler,0,22
2020-06-21,Scott,0,15
2020-06-21,Shelby,0,83
2020-06-21,St. Clair,130,1272
2020-06-21,Stark,0,15
2020-06-21,Stephenson,19,273
2020-06-21,Tazewell,0,523
2020-06-21,Unassigned,0,2465
2020-06-21,Union,17,155
2020-06-21,Vermilion,6,288
2020-06-21,Wabash,0,37
2020-06-21,Warren,0,61
2020-06-21,Washington,0,58
2020-06-21,Wayne,0,76
2020-06-21,White,0,46
2020-06-21,Whiteside,9,242
2020-06-21,Will,478,4439
2020-06-21,Williamson,10,282
2020-06-21,Winnebago,374,3099
2020-06-21,Woodford,0,156
2020-06-14,Adams,0,459
2020-06-14,Alexander,0,16
2020-06-14,Bond,0,41
2020-06-14,Boone,57,443
2020-06-14,Brown,0,27
2020-06-14,Bureau,0,91
2020-06-14,Calhoun,0,0
2020-06-14,Carroll,0,32
2020-06-14,Cass,0,100
2020-06-14,Champaign,138,1787
2020-06-14,Chicago,3070,19798
2020-06-14,Christian,0,94
2020-06-14,Clark,0,41
2020-06-14,Clay,0,33
2020-06-14,Clinton,13,136
2020-06-14,Coles,12,221
2020-06-14,Cook,2162,16182
2020-06-14,Crawford,0,34
2020-06-14,Cumberland,0,22
2020-06-14,De Witt,0,58
2020-06-14,DeKalb,42,605
2020-06-14,Douglas,0,85
2020-06-14,DuPage,528,4884
2020-06-14,Edgar,0,42
2020-06-14,Edwards,0,27
2020-06-14,Effingham,0,79
2020-06-14,Fayette,0,64
2020-06-14,Ford,0,57
2020-06-14,Franklin,0,127
2020-06-14,Fulton,0,108
2020-06-14,Gallatin,0,14
2020-06-14,Greene,0,24
2020-06-14,Grundy,20,222
2020-06-14,Hamilton,0,21
2020-06-14,Hancock,0,47
2020-06-14,Hardin,0,0
2020-06-14,Henderson,0,15
2020-06-14,Henry,0,145
2020-06-14,Iroquois,0,115
2020-06-14,Jackson,30,367
2020-06-14,Jasper,0,34
2020-06-14,Jefferson,7,146
2020-06-14,Jersey,0,19
2020-06-14,Jo Daviess,0,46
2020-06-14,Johnson,0,25
2020-06-14,Kane,691,4389
2020-06-14,Kankakee,105,694
2020-06-14,Kendall,88,857
2020-06-14,Knox,0,172
2020-06-14,Lake,826,5477
2020-06-14,LaSalle,11,280
2020-06-14,Lawrence,0,46
2020-06-14,Lee,7,121
2020-06-14,Livingston,0,141
2020-06-14,Logan,0,158
2020-06-14,Macon,11,253
2020-06-14,Macoupin,0,196
2020-06-14,Madison,32,651
2020-06-14,Marion,0,141
2020-06-14,Marshall,0,32
2020-06-14,Mason,0,55
2020-06-14,Massac,0,42
2020-06-14,McDonough,0,125
2020-06-14,McHenry,130,1309
2020-06-14,McLean,12,632
2020-06-14,Menard,0,48
2020-06-14,Mercer,0,45
2020-06-14,Monroe,0,75
2020-06-14,Montgomery,0,112
2020-06-14,Morgan,7,144
2020-06-14,Moultrie,0,23
2020-06-14,Ogle,21,249
2020-06-14,Peoria,28,746
2020-06-14,Perry,0,94
2020-06-14,Piatt,0,58
2020-06-14,Pike,0,37
2020-06-14,Pope,0,0
2020-06-14,Pulaski,0,20
2020-06-14,Putnam,0,8
2020-06-14,Randolph,15,234
2020-06-14,Richland,0,38
2020-06-14,Rock Island,43,609
2020-06-14,Saline,0,59
2020-06-14,Sangamon,24,1124
2020-06-14,Schuyler,0,21
2020-06-14,Scott,0,13
2020-06-14,Shelby,0,51
2020-06-14,St. Clair,108,936
2020-06-14,Stark,0,10
2020-06-14,Stephenson,18,223
2020-06-14,Tazewell,0,414
2020-06-14,Unassigned,0,2099
2020-06-14,Union,17,146
2020-06-14,Vermilion,0,230
2020-06-14,Wabash,0,25
2020-06-14,Warren,0,55
2020-06-14,Washington,0,50
2020-06-14,Wayne,0,65
2020-06-14,White,0,46
2020-06-14,Whiteside,8,194
2020-06-14,Will,445,3879
2020-06-14,Williamson,10,244
2020-06-14,Winnebago,346,2734
2020-06-14,Woodford,0,115
2020-06-07,Adams,0,362
2020-06-07,Alexander,0,15
2020-06-07,Bond,0,35
2020-06-07,Boone,54,377
2020-06-07,Brown,0,24
2020-06-07,Bureau,0,74
2020-06-07,Calhoun,0,0
2020-06-07,Carroll,0,24
2020-06-07,Cass,0,87
2020-06-07,Champaign,124,1435
2020-06-07,Chicago,2945,17818
2020-06-07,Christian,0,77
2020-06-07,Clark,0,30
2020-06-07,Clay,0,30
2020-06-07,Clinton,6,117
2020-06-07,Coles,10,184
2020-06-07,Cook,2026,14144
2020-06-07,Crawford,0,25
2020-06-07,Cumberland,0,18
2020-06-07,De Witt,0,51
2020-06-07,DeKalb,35,497
2020-06-07,Douglas,0,75
2020-06-07,DuPage,493,4210
2020-06-07,Edgar,0,37
2020-06-07,Edwards,0,19
2020-06-07,Effingham,0,60
2020-06-07,Fayette,0,60
2020-06-07,Ford,0,51
2020-06-07,Franklin,0,104
2020-06-07,Fulton,0,94
2020-06-07,Gallatin,0,13
2020-06-07,Greene,0,23
2020-06-07,Grundy,16,185
2020-06-07,Hamilton,0,18
2020-06-07,Hancock,0,40
2020-06-07,Hardin,0,0
2020-06-07,Henderson,0,12
2020-06-07,Henry,0,127
2020-06-07,Iroquois,0,97
2020-06-07,Jackson,28,313
2020-06-07,Jasper,0,28
2020-06-07,Jefferson,7,113
2020-06-07,Jersey,0,18
2020-06-07,Jo Daviess,0,38
2020-06-07,Johnson,0,16
2020-06-07,Kane,654,3810
2020-06-07,Kankakee,89,593
2020-06-07,Kendall,79,730
2020-06-07,Knox,0,154
2020-06-07,Lake,786,4728
2020-06-07,LaSalle,8,195
2020-06-07,Lawrence,0,32
2020-06-07,Lee,7,98
2020-06-07,Livingston,0,104
2020-06-07,Logan,0,132
2020-06-07,Macon,9,209
2020-06-07,Macoupin,0,150
2020-06-07,Madison,24,510
2020-06-07,Marion,0,126
2020-06-07,Marshall,0,24
2020-06-07,Mason,0,49
2020-06-07,Massac,0,20
2020-06-07,McDonough,0,102
2020-06-07,McHenry,119,1121
2020-06-07,McLean,10,529
2020-06-07,Menard,0,43
2020-06-07,Mercer,0,33
2020-06-07,Monroe,0,65
2020-06-07,Montgomery,0,100
2020-06-07,Morgan,0,118
2020-06-07,Moultrie,0,22
2020-06-07,Ogle,21,222
2020-06-07,Peoria,14,584
2020-06-07,Perry,0,85
2020-06-07,Piatt,0,41
2020-06-07,Pike,0,24
2020-06-07,Pope,0,0
2020-06-07,Pulaski,0,19
2020-06-07,Putnam,0,7
2020-06-07,Randolph,14,187
2020-06-07,Richland,0,38
2020-06-07,Rock Island,40,512
2020-06-07,Saline,0,46
2020-06-07,Sangamon,23,971
2020-06-07,Schuyler,0,14
2020-06-07,Scott,0,14
2020-06-07,Shelby,0,40
2020-06-07,St. Clair,91,751
2020-06-07,Stark,0,0
2020-06-07,Stephenson,18,183
2020-06-07,Tazewell,0,338
2020-06-07,Unassigned,8,1779
2020-06-07,Union,16,134
2020-06-07,Vermilion,0,189
2020-06-07,Wabash,0,22
2020-06-07,Warren,0,49
2020-06-07,Washington,0,47
2020-06-07,Wayne,0,59
2020-06-07,White,0,46
2020-06-07,Whiteside,8,145
2020-06-07,Will,408,3370
2020-06-07,Williamson,7,198
2020-06-07,Winnebago,302,2382
2020-06-07,Woodford,0,87
